N	4gram	Potebnia_M_3	Psycholo
1	и в самом деле	1	9
2	заключается в том что	1	4
3	одно и то же	5	2
4	в то время как	1	2
5	в самом деле в	1	1
6	если бы она не	1	1
7	в том что она	1	1
8	для меня то что	2	1
9	только в том случае	1	1
10	в том что оно	2	1
11	одной и той же	2	1
12	в том смысле что	1	1
13	не в том что	3	1
14	вовсе не в том	1	1
15	и то же слово	2	1
16	прибавим к этому что	1	1
17	в этом можно убедиться	1	1
18	с другой стороны чем	1	1
19	один и тот же	1	1
20	одна и та же	1	1
21	только в том что	2	1
22	в том что как	1	1
23	того что в ней	1	1
24	дело вовсе не в	1	1
