N	4gram	Vygotskiy__4	Dialekti
1	ни в каком случае	1	4
2	в то же время	1	4
3	что в нем есть	1	2
4	и даже больше того	1	2
5	так как она есть	2	2
6	одна и та же	2	2
7	так как она построена	1	1
8	в то время как	2	1
9	вместе с ним и	1	1
10	а на самом деле	1	1
11	то же самое и	2	1
12	т д все это	1	1
13	ни в какой мере	1	1
14	можно было бы показать	1	1
15	если бы это было	1	1
16	привело к тому что	1	1
17	одной и той же	2	1
18	в каком случае нельзя	1	1
19	том что для того	1	1
20	бы это было так	1	1
21	это было так то	1	1
22	же самое и в	1	1
23	свой смысл и свое	1	1
24	дело в том что	1	1
25	не что иное как	1	1
26	что это и есть	1	1
27	мы уже знаем что	1	1
28	на самом деле не	1	1
29	и т д все	1	1
30	что для того чтобы	2	1
