N	2gram	Voloshinov_1	FransuaR
1	и в	3	56
2	в его	1	18
3	в то	1	12
4	вещей и	1	11
5	то же	1	11
6	же время	1	10
7	но и	1	9
8	и не	1	9
9	не только	1	8
10	и на	1	7
11	связи с	1	6
12	и все	1	6
13	точки зрения	1	6
14	мы видим	1	6
15	один из	2	5
16	литературного языка	1	4
17	в особенности	1	4
18	в ней	1	4
19	конечно и	1	3
20	бы в	1	3
21	может быть	1	3
22	не может	4	2
23	в центре	2	2
24	для него	1	2
25	с точки	1	2
26	если бы	1	2
27	несмотря на	1	2
28	а не	1	2
29	может и	1	1
30	смысл и	1	1
31	ситуации и	1	1
32	еще большим	1	1
33	в системе	1	1
34	в школе	1	1
35	языка как	1	1
36	к тому	1	1
37	из этих	1	1
38	с другими	1	1
39	подхода к	1	1
40	при анализе	1	1
41	в языке	1	1
42	он в	1	1
43	тому что	1	1
44	не из	1	1
