N	3gram	Propp_Isto_6	Analitik
1	не может быть	3	16
2	в том что	5	9
3	по отношению к	2	5
4	что иное как	1	5
5	не что иное	1	4
6	и не может	1	4
7	о том что	4	3
8	подобно тому как	1	3
9	с одной стороны	7	3
10	в таком случае	1	3
11	в том числе	1	3
12	для того чтобы	1	3
13	есть не что	1	3
14	того что в	1	2
15	при встрече с	1	2
16	с другой стороны	8	2
17	вместе с ним	1	2
18	в свое время	1	2
19	но и в	2	2
20	том что он	1	2
21	в данном случае	3	2
22	все того же	1	1
23	во всяком случае	2	1
24	и тем самым	1	1
25	в какой-то степени	1	1
26	друг с другом	1	1
27	здесь мы имеем	4	1
28	в полном соответствии	1	1
29	приводит нас к	2	1
30	как и в	2	1
31	должен быть рассмотрен	1	1
32	и то же	1	1
33	здесь как и	1	1
34	до сих пор	4	1
35	в обратном порядке	1	1
36	но в таком	1	1
37	а с другой	1	1
38	должны помнить что	1	1
39	и те же	1	1
40	и эти два	1	1
41	более или менее	1	1
42	не только в	4	1
43	то или иное	1	1
44	мы имеем в	4	1
45	более высокой ступени	1	1
46	в стране мертвых	1	1
47	и вместе с	1	1
48	смысле этого слова	1	1
49	все же не	1	1
50	в зависимости от	1	1
51	по аналогии с	1	1
52	но то что	1	1
53	на примере одного	1	1
54	вместе с тем	3	1
55	полном соответствии с	1	1
56	и как будто	1	1
57	том числе и	1	1
58	могут быть зафиксированы	1	1
59	мы должны помнить	1	1
60	этой точки зрения	1	1
61	еще не означает	1	1
62	с этой точки	1	1
63	на первый взгляд	1	1
64	о том как	3	1
65	одно и то	1	1
