N	3gram	Bakhtin_Fr_2	Myshleni
1	в том что	1	31
2	с точки зрения	5	11
3	с одной стороны	3	9
4	с другой стороны	3	8
5	и тот же	1	7
6	друг с другом	1	7
7	один и тот	1	7
8	в собственном смысле	2	7
9	в этом отношении	3	7
10	тот же предмет	1	6
11	не только не	1	5
12	для того чтобы	1	5
13	одной и той	1	4
14	в первую очередь	1	4
15	на то что	1	4
16	и той же	1	4
17	о том что	3	3
18	по сравнению с	2	3
19	во всяком случае	2	3
20	в этом случае	1	3
21	в себе и	2	3
22	как мы уже	3	3
23	подобно тому как	2	2
24	не могут быть	1	2
25	мы уже говорили	5	2
26	в какой степени	1	2
27	мы видели что	1	2
28	подлежит никакому сомнению	1	2
29	в целом ряде	1	2
30	и в отношении	1	2
31	в настоящее время	1	2
32	одной стороны и	1	2
33	не подлежит никакому	1	2
34	содержит в себе	2	2
35	как мы видели	2	2
36	в свое время	3	2
37	но и в	4	2
38	в том чтобы	1	2
39	к тому или	1	2
40	все более и	1	2
41	более и более	1	2
42	мы можем сказать	1	1
43	в том же	1	1
44	не может быть	4	1
45	никакому сомнению что	1	1
46	по отношению к	1	1
47	мы знаем что	1	1
48	и как мы	1	1
49	они могут быть	1	1
50	и во всех	3	1
51	как и в	1	1
52	можно сказать что	2	1
53	ступени своего развития	2	1
54	только с помощью	1	1
55	в конце концов	1	1
56	свидетельствуют о том	1	1
57	потому что в	1	1
58	до сих пор	4	1
59	как и у	1	1
60	не только то	1	1
61	с целым рядом	1	1
62	это означает что	1	1
63	не подлежит сомнению	1	1
64	как если бы	1	1
65	что уже в	1	1
66	и та же	1	1
67	нашего исследования является	1	1
68	мы говорили выше	1	1
69	мы наблюдаем и	1	1
70	на самом деле	1	1
71	являются как бы	1	1
72	не является исключением	1	1
73	находит свое выражение	1	1
74	далеко не всегда	1	1
75	не только в	5	1
76	предметом нашего исследования	1	1
77	только то что	2	1
78	целом но и	1	1
79	но все же	2	1
80	не только на	1	1
81	прежде всего в	1	1
82	распространяется на все	1	1
83	то что в	1	1
84	все это в	1	1
85	только тогда когда	1	1
86	одна и та	1	1
87	и в силу	1	1
88	и во всей	1	1
89	можем сказать что	1	1
90	не входит в	1	1
91	после того как	1	1
92	здесь мы должны	1	1
93	но даже и	2	1
94	так и на	2	1
95	то для них	1	1
