N	4gram	Vygotskiy__1	formyVre
1	в то же время	1	6
2	и в то же	1	4
3	одно и то же	2	3
4	и то же время	1	3
5	в одно и то	1	3
6	в том числе и	1	2
7	с одной стороны и	1	2
8	само собой разумеется что	1	2
9	так же как и	4	2
10	дело в том что	1	2
11	но для того чтобы	1	2
12	в то время как	4	2
13	для того чтобы быть	1	1
14	в тех случаях когда	1	1
15	в одном и том	1	1
16	приходит к выводу что	3	1
17	не связанных между собой	1	1
18	как раз в том	1	1
19	но вместе с тем	4	1
20	о которой мы говорили	1	1
21	все более и более	2	1
22	как мы уже знаем	1	1
23	между ними не может	1	1
24	о которых мы говорили	1	1
25	или во всяком случае	1	1
26	в том что в	1	1
27	одном и том же	1	1
28	вместе с тем и	1	1
