N	4gram	Losev_Dial_4	Hudozhes
1	в то же время	6	8
2	но в то же	2	3
3	в связи с этим	1	2
4	не имеет ничего общего	2	1
5	отличаются друг от друга	1	1
6	нет ничего удивительного в	1	1
7	одних и тех же	2	1
8	уходит своими корнями в	1	1
9	с этой точки зрения	2	1
10	мы еще ничего не	1	1
11	на то что я	1	1
12	не в том что	4	1
13	ни в чем не	1	1
14	ни то ни другое	1	1
15	и в этом смысле	2	1
16	удивительного в том что	1	1
17	ничего удивительного в том	1	1
18	то же время нельзя	1	1
19	и в то же	2	1
20	имеет ничего общего с	2	1
21	и то и другое	1	1
22	в том случае если	1	1
23	на самом же деле	1	1
24	одна и та же	1	1
