N	4gram	Vygotskiy__1	EvropaiC
1	в том случае если	1	4
2	заключается в том что	3	3
3	одного и того же	1	3
4	совершенно так же как	1	3
5	несмотря на то что	2	2
6	в широком смысле слова	1	1
7	таким образом мы видим	1	1
8	образом мы видим что	1	1
9	одно и то же	1	1
10	в таком же виде	1	1
11	совершенно в таком же	1	1
12	в том числе и	1	1
13	но вместе с тем	1	1
14	только в том случае	1	1
15	о том что он	1	1
16	то что у него	3	1
17	одной и той же	3	1
18	что в настоящее время	1	1
19	только тогда когда оно	1	1
20	не в том что	1	1
21	в том или ином	1	1
22	одному и тому же	1	1
23	что это действительно так	1	1
24	и более или менее	1	1
25	и в конце концов	1	1
26	том случае если бы	1	1
27	вступить в противоречие с	1	1
28	дело в том что	1	1
29	но для того чтобы	1	1
30	таким образом оказывается что	1	1
31	а потому не может	1	1
32	в то время как	5	1
33	состоит в том что	1	1
34	с психологической точки зрения	3	1
