N	4gram	Vinokur_Ku_1	Problema
1	ни в какой мере	1	4
2	и с точки зрения	1	3
3	не что иное как	1	2
4	д и т д	2	1
5	и в то же	1	1
6	можно было бы сказать	1	1
7	свидетельствует о том что	1	1
8	о том что он	1	1
9	вовсе не только в	1	1
10	заключается в том что	2	1
11	и т д и	2	1
12	только в том чтобы	2	1
13	не говоря уже об	1	1
14	а вместе с тем	1	1
15	на известной ступени культурного	1	1
16	известной ступени культурного развития	1	1
17	в том смысле что	1	1
18	заключается не в том	1	1
19	по крайней мере в	1	1
20	с этой точки зрения	1	1
21	в литературе и искусстве	1	1
22	в этом смысле есть	1	1
23	мы имеем в виду	1	1
24	и вместе с тем	1	1
25	еще и потому что	1	1
26	это можно было бы	1	1
27	т д и т	2	1
