N	3gram	Nazirov_Vr_1	Myshleni
1	в том что	2	31
2	заключается в том	1	14
3	с точки зрения	2	11
4	в этом смысле	1	8
5	с другой стороны	1	8
6	в этом отношении	1	7
7	и то же	1	6
8	одно и то	1	6
9	так же как	1	5
10	не только не	1	5
11	на первый план	1	4
12	и то что	1	4
13	на то что	1	4
14	о том что	1	3
15	точно так же	1	3
16	во всяком случае	1	3
17	речь идет о	1	3
18	в связи с	3	3
19	в высшей степени	1	2
20	то что они	1	2
21	по нашему мнению	1	2
22	а с другой	1	2
23	и что в	2	2
24	в свою очередь	1	2
25	в том же	1	1
26	не может быть	2	1
27	о том как	1	1
28	друг друга при	1	1
29	в конце концов	1	1
30	равно как и	1	1
31	до сих пор	1	1
32	как и у	3	1
33	в той же	1	1
34	шаг за шагом	1	1
35	едва ли не	1	1
36	что уже в	1	1
37	с помощью которых	1	1
38	как бы в	1	1
39	это то что	1	1
40	в то время	1	1
41	в истории человечества	1	1
42	что к этому	1	1
43	на этот раз	1	1
44	все же не	1	1
45	имел в виду	3	1
46	далеко не все	1	1
47	при этом он	1	1
48	и во всей	1	1
49	тем не менее	1	1
50	и что он	1	1
51	что они не	1	1
