N	3gram	Tiupa_Disk_1	Problema
1	о том что	5	14
2	тем не менее	1	12
3	в таком случае	1	10
4	во всяком случае	1	10
5	в этом случае	1	7
6	по крайней мере	2	6
7	в этом смысле	1	5
8	с одной стороны	9	5
9	с другой стороны	3	5
10	то же самое	2	5
11	того или иного	1	5
12	как будто бы	1	5
13	в связи с	1	5
14	в данном случае	2	5
15	в то же	3	4
16	до сих пор	1	4
17	как раз и	1	4
18	в том что	13	4
19	тот или иной	2	4
20	на то что	1	4
21	более или менее	2	4
22	говоря уже о	2	4
23	пока еще не	3	4
24	только в том	2	4
25	не говоря уже	2	4
26	хотя бы и	1	3
27	можно сказать что	2	3
28	но в таком	1	3
29	одной стороны и	2	3
30	только то что	1	3
31	в чистом виде	1	3
32	не может быть	3	3
33	заключается в том	1	2
34	и по своему	1	2
35	с самого начала	1	2
36	на самом деле	1	2
37	подобно тому как	2	2
38	том что в	2	2
39	в том числе	2	2
40	в том случае	1	2
41	это и есть	1	2
42	тем более не	1	2
43	и прежде всего	1	2
44	в частности в	2	2
45	на русском языке	1	2
46	не только в	2	2
47	содержит в себе	1	2
48	требует для себя	1	2
49	имея в виду	1	2
50	том числе и	2	2
51	сами по себе	2	2
52	то есть в	2	2
53	между собой и	1	2
54	том или ином	1	2
55	даже не только	1	1
56	а в том	2	1
57	том что не	1	1
58	но далеко не	1	1
59	так и в	1	1
60	внимание на то	1	1
61	здесь пока еще	1	1
62	в основе этих	1	1
63	о том как	1	1
64	и тем более	1	1
65	и далеко не	1	1
66	одним и тем	1	1
67	о чем не	1	1
68	том что всякое	1	1
69	что не есть	1	1
70	и один из	1	1
71	в целом и	1	1
72	далеко не всякая	1	1
73	свидетельствует о том	1	1
74	в другом случае	1	1
75	тем что он	1	1
76	даже помимо воли	1	1
77	а с другой	3	1
78	прежде всего как	1	1
79	и тем же	1	1
80	том случае если	1	1
81	которые лежат в	1	1
82	и не может	1	1
83	не может существовать	1	1
84	и не только	2	1
85	и времени в	1	1
86	как и вообще	1	1
87	и то же	1	1
88	ни о чем	1	1
89	он не может	1	1
90	но отнюдь не	2	1
91	в этом отношении	1	1
92	тому как мы	1	1
93	так и от	1	1
94	в известном смысле	1	1
95	но все же	1	1
96	вместе с тем	1	1
97	одной стороны это	1	1
98	в том или	1	1
99	только потому что	1	1
100	не то чтобы	1	1
101	далеко не все	1	1
102	можно даже сказать	1	1
103	то есть без	1	1
104	той или иной	3	1
105	в них имеются	1	1
106	на том что	1	1
107	также и в	1	1
108	лежат в основе	1	1
109	что не только	1	1
110	ту или иную	1	1
111	в свое время	1	1
112	было и не	1	1
113	самого начала мы	1	1
114	это прежде всего	3	1
115	и в то	1	1
