N	3gram	Nazirov_Tv_1	FransuaR
1	мы уже говорили	1	11
2	о том что	5	5
3	в то же	13	5
4	то же время	12	5
5	с одной стороны	1	4
6	до сих пор	1	3
7	в том что	6	2
8	уже говорили что	1	2
9	со всеми его	1	2
10	как один из	1	2
11	это прежде всего	1	2
12	в данном случае	2	2
13	с другой стороны	1	2
14	говорили о том	1	2
15	заключается в том	1	1
16	в мировой литературе	1	1
17	в этой области	1	1
18	в первой главе	1	1
19	том что в	2	1
20	в беседе с	1	1
21	жизни именно в	1	1
22	традиционное представление о	1	1
23	на первом плане	2	1
24	но в то	4	1
25	можно сказать что	2	1
26	так и от	1	1
27	и как раз	1	1
28	в конце концов	1	1
29	мы все время	1	1
30	и превращается в	1	1
31	в xix веке	1	1
32	человека и его	2	1
33	в ту же	1	1
34	то все это	1	1
35	за то что	1	1
36	небесных светил и	1	1
37	по отношению к	1	1
38	не столько на	1	1
39	всем и каждому	1	1
40	в настоящее время	1	1
41	на самом же	1	1
42	не только в	2	1
43	одного и того	1	1
44	и как бы	1	1
45	только то что	1	1
46	и в романе	1	1
47	в связи с	1	1
48	в одной из	2	1
49	вместе с тем	1	1
50	и его сознания	1	1
51	некоторые из них	1	1
52	у него в	1	1
53	самом же деле	1	1
54	в эти годы	1	1
55	дело в том	3	1
56	в котором все	1	1
57	является одним из	2	1
58	что же касается	1	1
59	с самим собой	1	1
60	таким образом уже	1	1
61	это как бы	3	1
62	и того же	1	1
