N	2gram	Voloshinov_1	Problema
1	и в	3	30
2	не только	1	18
3	но и	1	13
4	в его	1	12
5	и не	1	12
6	точки зрения	1	10
7	и все	1	9
8	с точки	1	8
9	связи с	1	7
10	может быть	1	7
11	и на	1	6
12	несмотря на	1	6
13	не может	4	5
14	не менее	1	5
15	а не	1	5
16	в то	1	4
17	сравнении с	1	3
18	в ней	1	3
19	он в	1	3
20	бы на	1	2
21	к тому	1	2
22	то же	1	2
23	на месте	1	2
24	один из	2	2
25	ничего кроме	1	1
26	бы в	1	1
27	же время	1	1
28	из этих	1	1
29	если в	2	1
30	тому что	1	1
31	нет и	1	1
32	именно с	1	1
33	и можно	1	1
34	тех же	1	1
35	с теми	1	1
36	искусство как	1	1
37	впадает в	1	1
38	и должно	1	1
39	на нее	1	1
