N	4gram	Vygotskiy__1	Vvedenie
1	той мере в какой	1	5
2	в той мере в	1	5
3	не что иное как	1	4
4	в широком смысле слова	1	3
5	с одной стороны и	1	3
6	и в самом деле	2	3
7	вопрос о том что	1	3
8	и тем не менее	1	3
9	заключается в том что	3	2
10	и т д все	1	2
11	одной и той же	3	2
12	на вопрос о том	1	2
13	по самой своей природе	1	2
14	дело в том что	1	2
15	состоит в том что	1	2
16	т д все это	1	1
17	одно и то же	1	1
18	то же самое и	1	1
19	одном и том же	1	1
20	в собственном смысле слова	2	1
21	с этой точки зрения	4	1
22	и т д и	1	1
23	и для того чтобы	1	1
24	приходит к выводу что	1	1
25	если принять во внимание	1	1
26	что в этом отношении	2	1
27	могло бы составить предмет	1	1
28	в том или ином	1	1
29	и в конце концов	1	1
30	в центр своего внимания	2	1
31	было бы сказать что	1	1
32	виде в каком он	1	1
33	заключается в том чтобы	3	1
34	в отличие от других	1	1
35	точно так же как	1	1
36	одного и того же	1	1
37	но вместе с тем	1	1
38	до тех пор пока	1	1
