N	4gram	Vygotskiy__2	Dialekti
1	не что иное как	1	6
2	в то время как	2	4
3	то это значит что	1	3
4	по крайней мере в	1	3
5	есть не что иное	1	3
6	одно и то же	1	2
7	в самом деле что	1	2
8	и тем не менее	1	2
9	с этой точки зрения	1	2
10	это относится только к	1	1
11	что это относится только	1	1
12	в то же время	2	1
13	сам по себе и	1	1
14	одной и той же	4	1
15	и в том что	1	1
16	в том смысле что	1	1
17	так же как и	1	1
18	бы то ни было	1	1
19	же как и в	1	1
20	ни на что не	1	1
21	одна и та же	1	1
22	в том что в	2	1
23	в связи с этим	1	1
24	в том что все	1	1
25	столько же сколько и	1	1
