N	3gram	Nazirov_Tv_1	Problema
1	и т д	1	13
2	тем не менее	2	10
3	в том что	6	9
4	в связи с	1	7
5	в данном случае	2	7
6	то же самое	1	7
7	сами по себе	1	6
8	с другой стороны	1	5
9	по крайней мере	2	5
10	в то же	13	4
11	бы то ни	1	4
12	что иное как	1	4
13	не что иное	1	4
14	на самом же	1	4
15	самом же деле	1	4
16	это вовсе не	1	4
17	что же касается	1	4
18	же самое время	1	4
19	заключается в том	1	3
20	по себе а	1	3
21	в первую очередь	1	3
22	в конце концов	1	3
23	то ни было	1	3
24	и тем не	1	3
25	о том что	5	3
26	точно так же	2	3
27	дело в том	3	3
28	это значит что	1	2
29	можно сказать что	2	2
30	это уже не	2	2
31	до сих пор	1	2
32	дело не в	1	2
33	и как бы	1	2
34	на самом деле	2	2
35	в настоящее время	1	2
36	не значит что	1	2
37	не только в	2	2
38	только то что	1	2
39	в отличие от	1	2
40	хотя и не	1	2
41	на первый взгляд	1	2
42	том или другом	1	1
43	в первой главе	1	1
44	в глаза и	1	1
45	о котором говорилось	1	1
46	с одной стороны	1	1
47	образом и в	1	1
48	то есть о	1	1
49	как и в	1	1
50	войне и мире	1	1
51	не обладает никакой	1	1
52	равно как и	1	1
53	но это не	1	1
54	таким образом и	1	1
55	котором говорилось выше	1	1
56	а может быть	1	1
57	не сами по	1	1
58	тоже своего рода	2	1
59	к тому что	1	1
60	и того же	1	1
61	отвлеченной мысли и	1	1
62	бросается в глаза	1	1
63	это не означает	2	1
64	но на этот	1	1
65	то все это	1	1
66	в прямом смысле	1	1
67	с большим трудом	1	1
68	мы находим у	1	1
69	к вопросу о	1	1
70	особенно в медном	1	1
71	что он не	1	1
72	говорить о том	1	1
73	по сути дела	3	1
74	он вовсе не	1	1
75	одного и того	1	1
76	имел в виду	1	1
77	но при этом	1	1
78	ни в какую	1	1
79	в отрыве от	1	1
80	и все же	3	1
81	не так как	1	1
82	в войне и	1	1
83	в поисках новых	1	1
84	ту или иную	1	1
85	в медном всаднике	1	1
86	себе а как	1	1
87	это не значит	1	1
88	своих героев и	1	1
89	пушкина и гоголя	1	1
90	не был бы	1	1
91	отличается и от	1	1
92	каких бы то	1	1
93	к тому же	1	1
94	то и другое	1	1
