N	3gram	Losev_Vlad_2	Istorich
1	и т д	1	22
2	не может быть	1	7
3	тем не менее	6	6
4	до сих пор	1	5
5	более или менее	3	5
6	на то что	2	4
7	в том что	9	4
8	о том что	3	3
9	точно так же	3	3
10	и в ней	1	3
11	что это за	1	3
12	но все же	1	3
13	в то время	6	3
14	в связи с	8	3
15	дело в том	3	3
16	то время как	1	3
17	можно было бы	2	3
18	с самого начала	1	2
19	бы то ни	1	2
20	а не на	2	2
21	оно может быть	1	2
22	мы увидим ниже	1	2
23	это конечно не	1	2
24	по этому поводу	1	2
25	в отличие от	3	2
26	и тем не	1	2
27	то что в	1	2
28	на первых порах	1	2
29	вместе с тем	1	2
30	на этот вопрос	1	2
31	само по себе	2	2
32	в этом смысле	1	1
33	не было и	1	1
34	но и по	1	1
35	и это тоже	1	1
36	до тех пор	1	1
37	а также все	1	1
38	в это время	4	1
39	но в то	1	1
40	до известной степени	1	1
41	того что он	1	1
42	и больше ничего	1	1
43	еще в году	1	1
44	не содержит в	1	1
45	а именно в	1	1
46	для того чтобы	1	1
47	содержат в себе	1	1
48	по себе не	1	1
49	к тому же	1	1
50	в тех же	1	1
51	но кроме того	1	1
52	как это делает	1	1
53	во многих случаях	1	1
54	каждый из этих	1	1
55	для этого нужно	1	1
56	в этом случае	1	1
57	никак не может	1	1
58	за то что	1	1
59	приведем еще один	1	1
60	в нем он	1	1
61	что мы должны	1	1
62	с вопросом о	1	1
63	и в нем	1	1
64	не что иное	1	1
65	не только в	2	1
66	и в области	1	1
67	но что этот	1	1
68	можно сколько угодно	1	1
69	говоря уже о	2	1
70	на котором он	1	1
71	но это конечно	1	1
72	по существу своему	1	1
73	и в конце	1	1
74	только то что	1	1
75	у него раньше	1	1
76	содержит в себе	4	1
77	что иное как	1	1
78	после того как	2	1
79	пока еще не	1	1
80	только тогда когда	1	1
81	в том как	1	1
82	в этом отношении	1	1
83	равно как и	1	1
84	в том чтобы	2	1
85	это мы сейчас	1	1
86	не говоря уже	2	1
87	но тем не	1	1
88	они не могут	1	1
89	уже не только	1	1
90	делать не будем	1	1
91	не в том	3	1
92	что в этом	1	1
93	с представлением о	1	1
94	с этим в	1	1
95	а может быть	1	1
96	что во всех	1	1
97	та же самая	1	1
98	наряду с этим	1	1
