N	3gram	Vygotskiy__2	Morfolog
1	в связи с	6	8
2	не может быть	6	8
3	подобно тому как	2	5
4	связи с этим	1	5
5	наряду с этим	1	5
6	по отношению к	5	4
7	с точки зрения	18	4
8	с другой стороны	1	4
9	если мы не	1	3
10	как и в	1	3
11	на самом деле	2	3
12	не могут быть	1	3
13	с одной стороны	7	2
14	в таких случаях	1	2
15	потому что его	1	2
16	друг на друга	1	2
17	для того чтобы	10	2
18	в том что	21	2
19	состоит в том	3	2
20	более или менее	2	2
21	точно так же	1	2
22	в собственном смысле	3	2
23	собственном смысле слова	3	2
24	не в количестве	1	1
25	который может быть	1	1
26	с самого начала	1	1
27	существенным для этой	1	1
28	вовсе не необходимо	1	1
29	и в качестве	1	1
30	а затем уже	1	1
31	в частности мы	1	1
32	в том случае	1	1
33	о том как	1	1
34	постольку поскольку это	1	1
35	бы то ни	1	1
36	друг с другом	2	1
37	ни в коем	1	1
38	другой вопрос не	1	1
39	является то что	2	1
40	можно сравнить с	1	1
41	на первом месте	1	1
42	можно сказать что	1	1
43	есть функция а	1	1
44	те случаи когда	1	1
45	видим таким образом	1	1
46	иметь в виду	1	1
47	дело не в	1	1
48	мы должны будем	2	1
49	мы постараемся показать	1	1
50	о том что	4	1
51	том случае если	1	1
52	то что он	2	1
53	в этом нет	1	1
54	том что он	1	1
55	вместо того чтобы	1	1
56	в коем случае	1	1
57	можно было бы	5	1
58	реакции на это	1	1
59	следует за ней	1	1
60	на то что	6	1
61	он не может	1	1
62	к другу и	1	1
63	в целом и	1	1
64	той или иной	1	1
65	могут быть разграничены	1	1
66	лишь постольку поскольку	1	1
67	мы имеем в	1	1
68	не влияет на	1	1
69	и в некоторых	1	1
70	мы видим таким	1	1
71	из этих двух	1	1
72	друг к другу	1	1
73	и по существу	1	1
74	коем случае не	1	1
75	или во всяком	2	1
76	заметить что в	1	1
77	перед нами в	1	1
78	то это не	1	1
79	не входит в	1	1
80	на этот вопрос	5	1
81	в применении к	1	1
82	все более и	1	1
83	но так как	1	1
84	ответить на этот	1	1
85	во всяком случае	6	1
86	если бы мы	2	1
87	это было бы	1	1
88	мы уже видели	2	1
89	он показывает что	1	1
90	в данном случае	3	1
91	более и более	1	1
92	до сих пор	1	1
