1	на то что	1	12
2	в том что	2	11
3	с точки зрения	1	9
4	для того чтобы	4	8
5	мы увидим что	2	7
6	до сих пор	3	5
7	и в этом	3	3
8	о том что	2	3
9	она должна быть	1	3
10	к тому что	3	2
11	она не имеет	2	2
12	и та же	2	2
13	что у него	1	2
14	между тем в	1	2
15	я не могу	1	2
16	смысле этого слова	1	2
17	мы видим в	1	2
18	на самом деле	1	2
19	на наших глазах	1	2
20	которые могли бы	1	1
21	в свои права	1	1
22	а не из	1	1
23	может быть названо	1	1
24	не есть еще	1	1
25	мысль что если	1	1
26	не мог бы	1	1
27	в нем же	1	1
28	одна и та	2	1
29	а не к	1	1
30	одной и той	2	1
31	что он не	1	1
32	может быть и	2	1
33	склонен думать что	1	1
34	должна быть скрыта	1	1
35	потому что он	2	1
36	и для всякой	1	1
37	что он слишком	1	1
38	если бы для	1	1
39	а между тем	1	1
40	который может быть	1	1
41	в этом отношении	1	1
42	по сравнению с	1	1
43	потому что в	1	1
44	она не может	1	1
45	не может быть	8	1
46	он не видел	1	1
47	построен так что	1	1
48	и если он	1	1
49	мере в какой	1	1
50	но он был	1	1
51	по своему значению	1	1
52	он доходит до	1	1
53	в себе заключает	1	1
54	он хотел бы	1	1
55	свету я не	1	1
56	в ней есть	2	1
57	и в той	1	1
58	все та же	1	1
59	и той же	2	1
60	но и это	1	1
61	сих пор не	1	1
62	потому что она	3	1
63	же все время	1	1
64	в обычном смысле	1	1
65	подобно тому как	2	1
66	было бы назвать	1	1
67	не потому что	1	1
68	это не есть	1	1
69	в высшей степени	3	1
70	с гениальной силой	1	1
71	как и все	1	1
72	хотя бы в	1	1
73	к гибели и	1	1
