N	3gram	Bakhtin_Fr_6	Narrotol
1	в том что	2	8
2	с одной стороны	4	7
3	о том что	5	6
4	по отношению к	1	6
5	не может быть	1	5
6	можно сказать что	1	4
7	в основе своей	1	4
8	той или иной	1	4
9	но все же	1	4
10	все же не	1	4
11	в данном случае	2	4
12	с другой стороны	2	4
13	в то же	5	3
14	то же время	5	3
15	в этом отношении	3	3
16	в первом случае	3	2
17	в значительной степени	1	2
18	более или менее	1	2
19	не только в	1	2
20	в связи с	1	2
21	с точки зрения	2	2
22	что нет у	1	2
23	в той или	1	2
24	то есть в	2	2
25	и тот же	2	1
26	и др в	1	1
27	и разнообразный мир	1	1
28	сам по себе	1	1
29	во всех его	3	1
30	и то что	2	1
31	и т.п то	1	1
32	мы уже отмечали	2	1
33	что именно в	1	1
34	с таким же	1	1
35	особое отношение к	1	1
36	а также и	2	1
37	в этом своем	1	1
38	как это было	1	1
39	один и тот	1	1
40	и должна быть	1	1
41	между вещами и	1	1
42	но уже в	2	1
43	жизнью и смертью	1	1
44	никогда не было	1	1
45	до сих пор	3	1
46	и в особенности	2	1
47	а в особенности	1	1
48	но и там	1	1
49	а с другой	1	1
50	один из этих	1	1
51	такого подхода к	1	1
52	и прежде всего	2	1
53	что не имеет	1	1
54	и того же	1	1
55	они свидетельствуют о	1	1
56	между жизнью и	1	1
57	до известной степени	1	1
58	и как бы	1	1
59	он не мог	1	1
60	все то что	4	1
61	том что в	1	1
62	одного и того	1	1
63	и строго отграниченная	1	1
64	точку зрения на	1	1
65	только то что	1	1
66	до наших дней	1	1
67	в себе самом	1	1
68	некоторые из них	1	1
69	так и от	1	1
70	в самом деле	4	1
71	существенную роль в	2	1
72	и до наших	1	1
73	дело в том	1	1
74	как мы увидим	2	1
75	том что он	1	1
76	в нем не	1	1
77	то что он	1	1
78	о себе самом	1	1
79	именно это и	1	1
80	а не как	1	1
81	как мы уже	6	1
