N	3gram	Tiupa_Anal_2	FransuaR
1	в том что	6	6
2	той или иной	3	5
3	в отличие от	2	4
4	то есть в	2	4
5	так и не	4	3
6	в этом отношении	3	3
7	в применении к	1	3
8	почти вовсе не	1	3
9	с точки зрения	2	3
10	при всей их	1	2
11	во второй половине	1	2
12	как раз и	1	2
13	в значительной степени	2	2
14	в свое время	1	2
15	но и в	1	2
16	на этот вопрос	1	2
17	с одной стороны	4	2
18	во всех этих	1	2
19	в самом его	1	1
20	из них не	1	1
21	в этой борьбе	1	1
22	в то же	2	1
23	в самом деле	1	1
24	в самом начале	3	1
25	и т.п поэтому	1	1
26	что при таком	1	1
27	жизни но и	1	1
28	в этой системе	2	1
29	друг с другом	1	1
30	до известной степени	1	1
31	можно сказать что	1	1
32	и в эпизоде	1	1
33	то же время	2	1
34	несмотря на его	1	1
35	с другой стороны	2	1
36	но и на	1	1
37	к тому же	4	1
38	а между тем	1	1
39	все это приводит	1	1
40	в целом ряде	1	1
41	сказать что в	1	1
42	по отношению к	4	1
43	тому же в	1	1
44	но в нашем	1	1
45	не только в	2	1
46	сами по себе	1	1
47	еще в самом	1	1
48	с самим собой	1	1
49	и не знает	1	1
50	в связи с	1	1
51	еще и до	1	1
52	то есть на	1	1
53	в известном смысле	1	1
54	а как бы	1	1
55	тех или иных	2	1
56	в сущности это	1	1
57	и особенно в	1	1
58	в отношении к	1	1
59	так и на	1	1
60	не может быть	1	1
