N	3gram	Propp_Isto_4	Tvorches
1	и т д	24	11
2	до сих пор	5	3
3	не может быть	4	3
4	о том что	2	2
5	в целом и	1	2
6	с другой стороны	4	2
7	и не может	1	2
8	так и в	2	2
9	на этот вопрос	2	2
10	так же как	12	2
11	мы не можем	1	1
12	во время путешествия	1	1
13	этого персонажа и	1	1
14	в нем самом	1	1
15	когда он не	1	1
16	он живет в	1	1
17	в этой связи	1	1
18	в том числе	1	1
19	о том как	1	1
20	мы знаем что	7	1
21	это и есть	1	1
22	т д в	1	1
23	т д такое	1	1
24	у древних греков	1	1
25	но уже в	1	1
26	он говорит что	1	1
27	это своего рода	1	1
28	друг за другом	1	1
29	как и в	1	1
30	и тут же	1	1
31	только с этой	1	1
32	и если бы	1	1
33	ничего общего с	1	1
34	мы видим в	1	1
35	не только с	1	1
36	как будто бы	1	1
37	не могут быть	1	1
38	в связи с	2	1
39	после его смерти	1	1
40	что у него	1	1
41	же как и	4	1
42	точно так же	5	1
43	же как в	2	1
44	ничего не говорит	1	1
45	и он всегда	1	1
46	о том чтобы	1	1
47	тем что он	2	1
48	содержит в себе	2	1
49	в то время	1	1
