N	3gram	Ircho_Kome_3	Literetu
1	в том что	9	11
2	так или иначе	2	8
3	в то же	4	5
4	состоит в том	2	5
5	в отличие от	1	5
6	то же время	4	5
7	в связи с	3	4
8	в конечном счете	2	4
9	в том же	1	3
10	не сводится к	1	3
11	этой точки зрения	1	3
12	с этой точки	1	3
13	подобно тому как	1	2
14	о том что	4	2
15	по отношению к	3	2
16	с одной стороны	3	2
17	с точки зрения	3	2
18	том что его	1	2
19	чуть ли не	1	2
20	но при этом	1	2
21	в этом отношении	2	2
22	не говоря уже	1	2
23	тем не менее	3	2
24	во всяком случае	3	2
25	на одном из	1	1
26	с самого начала	4	1
27	х годов в	1	1
28	в этой связи	2	1
29	не в состоянии	1	1
30	в том числе	1	1
31	бы то ни	2	1
32	до тех пор	3	1
33	и в частности	1	1
34	и в этом	1	1
35	на мой взгляд	1	1
36	как это было	1	1
37	к другому а	1	1
38	и как раз	1	1
39	по отношению ко	2	1
40	в ответ на	1	1
41	с другой стороны	2	1
42	которая никогда не	1	1
43	до сих пор	9	1
44	по этому поводу	1	1
45	то ни было	2	1
46	к тому же	4	1
47	в чем он	1	1
48	ничего общего с	1	1
49	был уверен что	1	1
50	как раз с	1	1
51	тому же пути	1	1
52	как мы знаем	1	1
53	на то что	1	1
54	далеко не всегда	1	1
55	едва ли не	1	1
56	говоря уже о	1	1
57	прежде всего это	1	1
58	по тому же	1	1
59	более чем за	1	1
60	в самом деле	6	1
61	но все же	2	1
62	в зависимости от	1	1
63	к себе в	1	1
64	и тем более	1	1
65	все тот же	1	1
66	так и не	1	1
67	как уже говорилось	1	1
68	не нуждается в	1	1
69	в отношении к	1	1
70	в свою очередь	6	1
71	никогда не любил	1	1
72	если говорить о	1	1
73	в соответствии с	1	1
74	по крайней мере	1	1
