N	4gram	Voloshinov_1	Freidism
1	в то же время	3	4
2	один и тот же	3	3
3	одной и той же	2	3
4	бы то ни было	8	2
5	но в то же	2	2
6	с объективной точки зрения	3	2
7	и не может быть	4	2
8	– это и есть	2	2
9	до сих пор не	1	1
10	очень важный момент в	1	1
11	– все это является	1	1
12	самом деле если мы	1	1
13	по роду своего бытия	1	1
14	идеологией нет принципиальной границы	1	1
15	как мы уже знаем	1	1
16	это и есть та	1	1
17	– это вовсе не	1	1
18	не может быть и	2	1
19	но теперь мы должны	1	1
20	одни и те же	5	1
21	в какой степени не	1	1
22	и пр и пр	2	1
23	может быть и речи	2	1
24	– очень важный момент	1	1
25	в самом деле если	2	1
26	не чем иным как	1	1
27	в самом деле ведь	2	1
28	на самом же деле	2	1
29	может быть ничего общего	1	1
30	или во всяком случае	1	1
31	не может быть ничего	1	1
32	нет и не может	2	1
33	каких бы то ни	3	1
34	ни в какой степени	1	1
