N	4gram	Losev_Prob_2	Dialekti
1	не что иное как	3	6
2	ничем не отличается от	1	4
3	это значит что он	1	4
4	в то время как	1	4
5	то это значит что	2	3
6	ни от чего не	1	3
7	по крайней мере в	2	3
8	ни в каком смысле	1	3
9	есть не что иное	3	3
10	оно ничем не отличается	1	2
11	и тем не менее	1	2
12	можно только тогда когда	1	2
13	если иметь в виду	1	2
14	не говоря уже о	4	2
15	есть то что мы	1	2
16	уже о том что	1	1
17	с одной стороны и	3	1
18	не чем иным как	1	1
19	ли будет в таком	1	1
20	ничего нельзя ни сказать	1	1
21	и есть то что	1	1
22	и в то же	1	1
23	тем не менее в	1	1
24	если оно ничем не	1	1
25	быть так или иначе	1	1
26	ни сказать ни помыслить	1	1
27	в каком смысле не	1	1
28	но как только мы	1	1
29	здесь имеется в виду	1	1
30	по себе вовсе еще	1	1
31	внимание на то что	1	1
32	и уж тем более	5	1
33	одной и той же	2	1
34	нельзя ни сказать ни	1	1
35	можно ли будет в	1	1
36	а это значит что	1	1
37	так же как и	1	1
38	бы то ни было	1	1
39	говоря уже о том	1	1
40	уж тем более не	1	1
41	помощи того или иного	1	1
42	мы имеем в виду	1	1
43	только тогда когда есть	1	1
44	что все на свете	1	1
45	себе вовсе еще не	1	1
46	уж во всяком случае	2	1
47	взятая сама по себе	2	1
48	в самом деле если	1	1
49	в том что в	1	1
50	в связи с этим	2	1
51	это значит что оно	1	1
52	же это может быть	1	1
53	или по крайней мере	3	1
54	вовсе не есть ни	1	1
55	при помощи того или	1	1
56	от чего не отличается	1	1
57	и в вопросе о	1	1
58	будет в таком случае	1	1
