N	4gram	Bakhtin_Pr_3	Marksizm
1	в то же время	5	8
2	но в то же	1	5
3	в той или иной	1	3
4	на самом же деле	1	3
5	все более и более	1	2
6	с нашей точки зрения	1	2
7	мы можем сказать что	1	1
8	в более или менее	1	1
9	ни на один миг	1	1
10	в том числе и	10	1
11	можно сказать что не	1	1
12	а через нее и	1	1
13	той или иной форме	1	1
14	и не может быть	1	1
15	и неотделим от него	1	1
16	мы можем прямо сказать	1	1
17	а может быть и	1	1
18	не что иное как	1	1
19	в большинстве случаев мы	1	1
20	наметить лишь основные линии	1	1
21	но тем не менее	1	1
22	позиции по отношению к	1	1
