N	3gram	Propp_Isto_6	Marksizm
1	не может быть	3	10
2	по отношению к	2	8
3	для того чтобы	1	6
4	в том что	5	6
5	смысле этого слова	1	4
6	о том что	4	3
7	с одной стороны	7	3
8	в таком случае	1	3
9	до сих пор	4	3
10	и не может	1	3
11	и то же	1	3
12	как мы видели	2	3
13	одно и то	1	3
14	мы уже знаем	2	2
15	а иногда и	1	2
16	на то что	1	2
17	в зависимости от	1	2
18	более или менее	1	2
19	одной стороны и	1	2
20	но и в	2	2
21	том что он	1	2
22	во всяком случае	2	2
23	так и в	1	1
24	так или иначе	1	1
25	в том числе	1	1
26	друг с другом	1	1
27	нет места для	1	1
28	таким образом оказывается	1	1
29	мы уже говорили	1	1
30	в другом месте	1	1
31	не только в	4	1
32	мы видели что	3	1
33	как и в	2	1
34	и в том	1	1
35	можно сказать что	1	1
36	а именно к	1	1
37	с другой стороны	8	1
38	здесь как и	1	1
39	но все же	2	1
40	и в особенности	1	1
41	а с другой	1	1
42	что все эти	1	1
43	мы перейдем к	1	1
44	в этом случае	6	1
45	с тем что	1	1
46	и тем более	1	1
47	это далеко не	2	1
48	лицом к лицу	1	1
49	не что иное	1	1
50	таким образом в	1	1
51	мы только что	1	1
52	не менее в	1	1
53	в более или	1	1
54	как мы только	1	1
55	независимо от того	1	1
56	обстоит дело с	1	1
57	что иное как	1	1
58	как это делают	2	1
59	в себе не	1	1
60	обычно вовсе не	1	1
61	на первых порах	1	1
62	нам кажется что	1	1
63	то или иное	1	1
64	и небо и	1	1
65	том числе и	1	1
66	соответствии с этим	1	1
67	в этом направлении	1	1
68	на том что	1	1
69	тем не менее	1	1
70	в противоречие с	1	1
71	врагов на которых	1	1
