N	4gram	Vygotskiy__7	Hudozhes
1	состоит в том что	3	3
2	одно и то же	3	3
3	в том числе и	1	2
4	приводит к тому что	2	2
5	во всей своей полноте	1	1
6	точно так же как	2	1
7	не что иное как	1	1
8	с этой точки зрения	4	1
9	природу каждой из них	1	1
10	в том что он	2	1
11	одним и тем же	2	1
12	есть не что иное	1	1
13	внутренней речи от внешней	1	1
14	том что он не	1	1
15	одном и том же	1	1
16	по одним и тем	1	1
17	той мере в какой	2	1
18	не содержит в себе	1	1
19	отличием внутренней речи от	1	1
20	в той мере в	2	1
21	состоит как раз в	1	1
