N	4gram	Bakhtin_fo_2	slovoVRo
1	в то же время	4	4
2	в той или иной	1	3
3	но в то же	1	3
4	лежит на границе между	1	2
5	и т п в	1	2
6	ни в чем не	1	2
7	не для того чтобы	2	1
8	в том числе и	2	1
9	том что он не	1	1
10	как мы уже говорили	1	1
11	границе между эпосом и	1	1
12	и в то же	2	1
13	приобретает новый смысл и	1	1
14	и т п если	1	1
15	он как мы уже	1	1
16	даже там где они	1	1
17	это не значит конечно	1	1
18	как мы уже сказали	3	1
19	все более и более	1	1
20	не значит конечно что	1	1
21	бы она ни была	2	1
22	в том что он	1	1
23	в точном смысле слова	1	1
24	на границе между эпосом	1	1
25	во всех этих случаях	1	1
26	в зоне контакта с	1	1
27	между эпосом и романом	1	1
28	в средние века и	2	1
29	и т п наконец	1	1
30	по самому своему существу	1	1
31	средние века и в	1	1
32	мы наблюдаем те же	1	1
33	в пространстве и времени	2	1
34	именно в том что	1	1
