N	3gram	Tiupa_Disk_1	Istorich
1	до сих пор	1	6
2	в том что	13	5
3	в этом случае	1	5
4	вместе с тем	1	5
5	что он не	1	4
6	не только в	2	4
7	в связи с	1	4
8	но все же	1	4
9	подобно тому как	2	3
10	с одной стороны	9	3
11	по отношению к	9	3
12	о том что	5	2
13	на самом деле	1	2
14	с самого начала	1	2
15	с другой стороны	3	2
16	дело не в	1	2
17	не может быть	3	2
18	и может быть	1	2
19	на то что	1	2
20	во всех этих	1	2
21	к тому же	4	2
22	следует понимать как	1	1
23	к этому времени	1	1
24	это и есть	1	1
25	мы назвали бы	1	1
26	сам по себе	1	1
27	том что в	2	1
28	в силу своей	2	1
29	о том как	1	1
30	в одной из	2	1
31	в следующей главе	1	1
32	тех случаях когда	1	1
33	и герой в	1	1
34	и один из	1	1
35	последовательности в какой	1	1
36	имеют не только	1	1
37	в другом случае	1	1
38	той последовательности в	1	1
39	его таким образом	1	1
40	и прежде всего	1	1
41	то что происходило	1	1
42	и не только	2	1
43	и то же	1	1
44	далеко еще не	3	1
45	в той последовательности	1	1
46	в отличие от	4	1
47	так например в	1	1
48	до наших дней	1	1
49	хотя бы на	1	1
50	как в сказке	1	1
51	в тех случаях	1	1
52	и в другом	1	1
53	отца к сыну	1	1
54	том что он	1	1
55	тем не менее	1	1
