N	3gram	Tiupa_Lite_2	Marksizm
1	с точки зрения	3	20
2	не может быть	7	13
3	и не может	1	9
4	бы то ни	1	8
5	то ни было	1	8
6	в отличие от	1	5
7	с другой стороны	4	5
8	в то же	9	3
9	для того чтобы	1	3
10	в том что	5	3
11	в этом случае	2	3
12	то же самое	1	3
13	то же время	9	3
14	в конце концов	1	3
15	в этом отношении	3	3
16	не могут быть	1	2
17	в том числе	2	2
18	до тех пор	1	2
19	в данный момент	1	2
20	какого бы то	1	2
21	и прежде всего	1	2
22	ничего общего с	1	2
23	по отношению к	3	2
24	нет и не	1	2
25	тех пор пока	1	2
26	том числе и	1	2
27	является одним из	1	2
28	тем не менее	2	2
29	в свою очередь	1	2
30	можно было бы	1	2
31	подобно тому как	2	1
32	а в том	1	1
33	и в сущности	1	1
34	с одной стороны	6	1
35	и не менее	1	1
36	и не было	1	1
37	во многих отношениях	1	1
38	тем что в	1	1
39	не только не	1	1
40	в нашем случае	1	1
41	в известном отношении	1	1
42	в целом ряде	1	1
43	не менее чем	1	1
44	к тому что	1	1
45	для этого необходимо	1	1
46	на самом деле	1	1
47	пор пока не	1	1
48	принципиальное различие между	1	1
49	для него как	1	1
50	во внутренний мир	1	1
51	в основе своей	1	1
52	той или иной	1	1
53	с этой точки	1	1
54	так и от	1	1
55	прежде всего в	1	1
56	как мы видели	1	1
57	в себе и	1	1
58	ни к какой	1	1
59	и вовсе не	1	1
60	что же касается	1	1
61	по отношению ко	1	1
62	то с другой	1	1
63	первого лица в	1	1
64	этой точки зрения	1	1
65	обстоит дело и	1	1
