N	3gram	Nazirov_Tv_2	formyVre
1	то же время	7	9
2	и т п	2	8
3	в то же	7	6
4	и в то	2	5
5	в конце романа	1	5
6	в связи с	1	5
7	в том числе	1	4
8	мы уже говорили	1	3
9	человека в его	1	3
10	до сих пор	3	3
11	в то время	1	3
12	по отношению к	3	3
13	не может быть	3	3
14	с самого начала	1	2
15	так же как	2	2
16	как и в	1	2
17	друг за другом	1	2
18	романа то есть	1	2
19	и прежде всего	1	2
20	в том что	2	2
21	же как и	1	2
22	жизни то есть	1	2
23	в чем не	1	2
24	в отличие от	2	2
25	той или иной	1	2
26	ни в чем	1	2
27	как и для	1	2
28	дело в том	1	2
29	в романе не	1	2
30	в нем нет	1	2
31	том числе и	1	2
32	на другой день	1	2
33	соответствии с этим	1	2
34	в соответствии с	4	2
35	к тому же	1	2
36	то что не	1	1
37	достоевского преступление и	1	1
38	не могут быть	1	1
39	в том же	2	1
40	ведь в этом	1	1
41	о том что	2	1
42	героя и его	1	1
43	бы он ни	1	1
44	начале xx века	1	1
45	так сказать в	1	1
46	в этот день	1	1
47	следуют друг за	1	1
48	что в нем	1	1
49	однако этот быт	1	1
50	одну и ту	1	1
51	в другом месте	1	1
52	но в то	1	1
53	и в этом	1	1
54	он ни был	1	1
55	в самом деле	2	1
56	преступление и наказание	1	1
57	и в том	1	1
58	однако не может	1	1
59	самим героем и	1	1
60	отметим лишь что	1	1
61	в стороне от	1	1
62	большую роль в	1	1
63	в античной трагедии	2	1
64	том что в	1	1
65	но отнюдь не	1	1
66	в частности с	1	1
67	при первой встрече	1	1
68	и ту же	1	1
69	мы видим в	1	1
70	или во всяком	1	1
71	и в дальнейшем	1	1
72	в противоречии с	1	1
73	со всех сторон	1	1
74	в виду что	1	1
75	так и в	2	1
76	сами по себе	1	1
77	в высшей степени	1	1
78	с одной из	1	1
79	и в литературе	1	1
80	в первый раз	1	1
81	во всяком случае	2	1
82	в свою очередь	1	1
83	например в романе	1	1
84	мы говорим о	1	1
