N	3gram	Propp_Russ_1	Problemy
1	на самом деле	1	9
2	по отношению к	1	6
3	друг с другом	1	4
4	во всяком случае	1	4
5	друг к другу	2	3
6	подобно тому как	1	2
7	в большинстве случаев	2	2
8	этого слова в	1	2
9	мы увидим что	1	2
10	и в этом	1	2
11	себя и своего	1	2
12	в том что	15	2
13	и наконец в	1	2
14	и та же	1	2
15	как мы знаем	1	2
16	в отличие от	1	2
17	но все же	2	2
18	как мы уже	1	2
19	к другому и	1	2
20	одна и та	1	2
21	с точки зрения	3	2
22	можно было бы	1	2
23	о том что	4	1
24	но оно в	1	1
25	мы должны признать	1	1
26	не только для	1	1
27	но и по	1	1
28	вопрос о том	1	1
29	всяком случае не	1	1
30	с таким же	1	1
31	в один из	1	1
32	что каждый из	1	1
33	частично совпадают с	1	1
34	как и в	1	1
35	и в том	1	1
36	у него нет	1	1
37	но тем не	2	1
38	потому что они	1	1
39	время от времени	1	1
40	можно сказать что	1	1
41	что и в	1	1
42	еще далеко не	1	1
43	к тому что	4	1
44	в этом случае	5	1
45	никак не может	1	1
46	и некоторое время	1	1
47	и в других	4	1
48	и как бы	1	1
49	в то время	1	1
50	как будто бы	1	1
51	одного и того	1	1
52	в этом отношении	1	1
53	и у других	1	1
54	по привычке по	1	1
55	вместе с тем	6	1
56	ни в одном	1	1
57	в очень ярких	1	1
58	как мы видели	1	1
59	от него он	1	1
60	в свою очередь	2	1
61	может быть и	2	1
62	тем не менее	3	1
63	но здесь он	1	1
64	их так что	1	1
65	в данном случае	1	1
66	и того же	1	1
