N	4gram	Losev_Prob_2	Psycholo
1	заключается в том что	2	4
2	в самом деле когда	1	3
3	все более и более	1	2
4	все больше и больше	1	2
5	в то время как	1	2
6	самом деле когда мы	1	1
7	уже с самого начала	2	1
8	только в том случае	2	1
9	в самом деле если	1	1
10	с одной стороны это	1	1
11	одной и той же	2	1
12	в том что всякое	1	1
13	в том случае если	1	1
14	ни в какой мере	1	1
15	что до сих пор	1	1
16	указание на то что	1	1
17	один и тот же	2	1
18	и то что в	1	1
19	в какой мере не	1	1
20	а на самом деле	1	1
