N	3gram	Bakhtin_Fr_4	Komedia
1	до сих пор	1	9
2	в том что	1	9
3	для того чтобы	3	6
4	в свою очередь	1	6
5	о том что	2	4
6	с самого начала	3	4
7	в то же	8	4
8	то же время	8	4
9	к тому же	1	4
10	с одной стороны	2	3
11	если бы он	1	3
12	то же самое	1	3
13	в связи с	1	3
14	у того же	1	3
15	с точки зрения	2	3
16	с другой стороны	3	2
17	что и в	1	2
18	в то время	2	2
19	само собой разумеется	1	2
20	в этом отношении	1	2
21	в конечном счете	1	2
22	то время как	1	2
23	в конце концов	4	2
24	на этот раз	1	2
25	подобно тому как	3	1
26	к этому времени	1	1
27	таким образом что	1	1
28	его в своем	1	1
29	так и в	1	1
30	в том числе	3	1
31	и в то	4	1
32	можно сказать что	1	1
33	еще раз в	1	1
34	и с его	2	1
35	в том же	1	1
36	где происходит действие	1	1
37	мы можем судить	1	1
38	на первый план	1	1
39	по своему характеру	1	1
40	это в свою	1	1
41	как раз в	1	1
42	и если бы	1	1
43	и не может	1	1
44	же самое что	1	1
45	за то что	1	1
46	и до сих	1	1
47	и без того	1	1
48	в отличие от	1	1
49	лицом к лицу	1	1
50	более или менее	3	1
51	в нашем отрывке	1	1
52	и все его	1	1
53	так как все	1	1
54	одной стороны и	1	1
55	к нему в	1	1
56	как мы знаем	1	1
57	достигается тем что	1	1
58	образом и здесь	2	1
59	но как раз	1	1
60	в самом начале	1	1
61	в виду что	1	1
62	и к тому	1	1
63	здесь мы видим	1	1
64	том числе и	2	1
65	это в известной	1	1
66	в соответствии с	1	1
67	таким образом и	3	1
