N	3gram	Trubetskoy_1	FransuaR
1	в то же	10	6
2	то же время	10	6
3	с точки зрения	9	5
4	до сих пор	5	4
5	не может быть	4	4
6	о том что	2	3
7	но в то	1	3
8	в его целом	1	3
9	в этом отношении	1	3
10	в значительной степени	1	2
11	в другом месте	1	2
12	яркое выражение в	1	2
13	во всяком случае	6	2
14	то что для	1	2
15	но даже и	1	2
16	только то что	1	2
17	но все же	1	2
18	в себе и	2	2
19	на точку зрения	1	1
20	по совершенно иному	1	1
21	для этого прежде	1	1
22	в том же	1	1
23	никакому сомнению что	1	1
24	в значительной мере	2	1
25	в большинстве случаев	2	1
26	друг с другом	14	1
27	даже и в	1	1
28	не только от	1	1
29	и вот в	1	1
30	свидетельствуют о том	1	1
31	до известной степени	1	1
32	же время в	1	1
33	жизни в эпоху	1	1
34	на земле не	1	1
35	этого прежде всего	1	1
36	прежде всего необходимо	1	1
37	в конце концов	3	1
38	для того чтобы	6	1
39	в этих последних	1	1
40	на самом деле	6	1
41	не подлежит сомнению	1	1
42	одной из этих	1	1
43	неразрывно связаны с	1	1
44	некоторых из них	1	1
45	и прежде всего	1	1
46	в том что	7	1
47	в этом случае	3	1
48	в том чтобы	1	1
49	и не может	3	1
50	том что только	1	1
51	мы говорили выше	1	1
52	того или иного	2	1
53	по отношению к	1	1
54	на то что	4	1
55	то есть не	1	1
56	в настоящее время	2	1
57	же время эти	1	1
58	выражение в его	1	1
59	в разных странах	1	1
60	прежде всего в	1	1
61	в борьбе с	1	1
62	что касается до	1	1
63	для борьбы с	1	1
64	есть то что	1	1
65	в своем стремлении	1	1
66	прежде всего на	1	1
67	прежде всего о	1	1
68	здесь же мы	1	1
69	дело в том	1	1
70	было бы чрезвычайно	1	1
71	с нею не	1	1
72	не подлежит никакому	1	1
73	нельзя было не	1	1
74	подлежит никакому сомнению	1	1
75	на точке зрения	1	1
