N	4gram	Bakhtin_Pr_1	Marksizm
1	в то же время	9	8
2	но в то же	5	5
3	бы то ни было	1	4
4	в неразрывной связи с	1	2
5	какой бы то ни	1	2
6	в том что он	4	2
7	как бы оно ни	1	1
8	по отношению к нему	1	1
9	в том что это	1	1
10	бы оно ни было	1	1
11	если бы это было	1	1
12	это было так то	1	1
13	не может быть понято	1	1
14	лишь с точки зрения	1	1
15	то же самое слово	1	1
16	в сущности ничего не	1	1
17	можно прямо сказать что	1	1
18	дело в том что	1	1
19	позиции по отношению к	1	1
20	в обычном смысле слова	1	1
