N	4gram	Voloshinov_2	Problemy
1	в то же время	8	5
2	и не может быть	1	5
3	в том числе и	1	3
4	на чужое слово и	1	2
5	но в то же	5	2
6	с точки зрения своего	2	2
7	как мы уже сказали	1	2
8	и в большинстве случаев	1	2
9	с одной стороны и	2	1
10	не с точки зрения	1	1
11	одно и то же	3	1
12	о которых мы упоминали	1	1
13	не может обойтись без	1	1
14	от одного поколения к	2	1
15	в той или иной	3	1
16	одного поколения к другому	2	1
17	самом же деле это	1	1
18	говорят одним и тем	1	1
19	так как если бы	2	1
20	в собственном смысле слова	2	1
21	в нем новые стороны	1	1
22	ориентации по отношению к	1	1
23	если бы он и	1	1
24	а может быть и	1	1
25	как если бы он	3	1
26	и тем же языком	1	1
27	на самом же деле	3	1
28	друг с другом как	1	1
29	которых мы упоминали выше	1	1
30	как мы увидим в	1	1
31	нам кажется что в	1	1
32	нам уже приходилось говорить	1	1
33	никогда не может быть	1	1
34	дело в том что	1	1
35	рядом друг с другом	1	1
36	одним и тем же	2	1
37	языка и не в	1	1
38	и до настоящего времени	2	1
