N	3gram	Ircho_Kome_2	Myshleni
1	в том что	5	19
2	по сравнению с	1	14
3	по отношению к	3	10
4	с точки зрения	1	10
5	для того чтобы	4	8
6	с самого начала	1	7
7	к тому что	2	7
8	в то время	3	6
9	друг с другом	2	5
10	то время как	2	5
11	можно было бы	2	5
12	в самом начале	2	4
13	как мы видели	1	4
14	в первую очередь	3	3
15	до сих пор	2	3
16	в первом случае	1	3
17	в том же	1	2
18	в этом смысле	2	2
19	в этой области	1	2
20	не в состоянии	1	2
21	с другой стороны	1	2
22	то что он	2	2
23	вместо того чтобы	1	2
24	независимо от того	2	2
25	вместе с тем	4	2
26	мы имеем дело	1	2
27	в связи с	3	2
28	не может быть	1	2
29	с одной стороны	2	1
30	связи с этим	1	1
31	в том числе	3	1
32	во второй половине	1	1
33	из этого ряда	1	1
34	и в силу	2	1
35	и во всех	1	1
36	действия в этой	1	1
37	то обстоятельство что	1	1
38	это было вызвано	1	1
39	к выводу что	1	1
40	в любой другой	1	1
41	на фоне которых	1	1
42	потому что в	1	1
43	на первый план	1	1
44	что и в	2	1
45	то окажется что	1	1
46	вызвано тем обстоятельством	1	1
47	что он не	1	1
48	никак не может	1	1
49	едва ли не	5	1
50	в силу этого	2	1
51	что в каждом	1	1
52	в пределах одного	1	1
53	тем обстоятельством что	1	1
54	но в этом	1	1
55	только в связи	1	1
56	как мы знаем	1	1
57	в отличие от	2	1
58	иначе обстоит дело	1	1
59	не только в	1	1
60	то что в	1	1
61	той или иной	1	1
62	обстоит дело с	1	1
63	в самом деле	1	1
64	после того как	2	1
65	время как в	1	1
66	в ответ на	2	1
67	было вызвано тем	1	1
68	действия и из	1	1
69	точно так же	1	1
70	только в том	1	1
71	можем представить себе	1	1
72	вперед по сравнению	1	1
73	этого нет и	1	1
74	том числе и	1	1
75	мы попытаемся приложить	1	1
76	друг от друга	1	1
77	нечто такое что	1	1
78	тем не менее	1	1
79	в свою очередь	1	1
80	на этот раз	4	1
81	по своему содержанию	1	1
82	имеем дело с	1	1
