N	3gram	Nazirov_Tv_1	Myslijsy
1	в том что	6	13
2	по отношению к	1	13
3	там же с	2	7
4	тем не менее	2	6
5	с другой стороны	1	5
6	потому что не	1	4
7	и т д	1	4
8	в свою очередь	1	4
9	с самого начала	3	3
10	в то же	13	3
11	с одной стороны	1	3
12	и как бы	1	3
13	и что в	1	3
14	не только в	2	3
15	то же время	12	3
16	не только для	1	2
17	как и в	1	2
18	бы то ни	1	2
19	между человеком и	1	2
20	и т п	2	2
21	могут быть названы	1	2
22	к тому что	1	2
23	не что иное	1	2
24	по крайней мере	2	2
25	более и более	1	2
26	одного и того	1	2
27	не могут быть	1	2
28	что иное как	1	2
29	заключает в себе	1	2
30	дело в том	3	2
31	все более и	1	2
32	то и другое	1	2
33	и того же	1	2
34	что в одном	1	1
35	заключается в том	1	1
36	о том что	5	1
37	это значит что	1	1
38	важную роль в	1	1
39	не так как	1	1
40	по себе а	1	1
41	точно так же	2	1
42	имеют для них	1	1
43	мы должны с	1	1
44	в связи с	1	1
45	не одну свою	1	1
46	к которому стремится	1	1
47	дойти до того	1	1
48	в современном человеке	1	1
49	так как и	1	1
50	понимается им как	1	1
51	но это не	1	1
52	до сих пор	1	1
53	что как бы	1	1
54	если же в	1	1
55	таким образом уже	1	1
56	очень важную роль	1	1
57	на самом деле	2	1
58	потому что я	1	1
59	в один момент	1	1
60	вследствие этого в	1	1
61	нет ли в	1	1
62	сами по себе	1	1
63	может быть назван	1	1
64	мысли и чувства	1	1
65	только то что	1	1
66	тесно связанные с	1	1
67	не имеют для	1	1
68	но при этом	1	1
69	то что в	1	1
70	и все же	3	1
71	друг на друга	1	1
72	от мысли и	1	1
73	то ни было	1	1
74	следовало бы искать	1	1
