N	3gram	Bakhtin_Fr_4	KFilosof
1	не может быть	1	11
2	с точки зрения	2	10
3	в чем не	1	4
4	ни в чем	1	4
5	на самом деле	1	3
6	в ее целом	1	3
7	к нему в	1	3
8	есть на самом	1	2
9	в то же	8	2
10	раз и навсегда	1	2
11	один и тот	2	2
12	и тот же	2	2
13	в том что	1	2
14	относит его к	1	2
15	то же время	8	2
16	в соответствии с	1	2
17	в том же	1	1
18	но все это	1	1
19	между прочим и	1	1
20	но как и	1	1
21	включает в себя	1	1
22	в том случае	1	1
23	в большинстве случаев	5	1
24	смысле этого слова	1	1
25	а следовательно и	1	1
26	и в то	4	1
27	но в то	1	1
28	именно там где	1	1
29	но это не	1	1
30	может быть и	1	1
31	для того чтобы	3	1
32	что и в	1	1
33	и того же	1	1
34	то же самое	1	1
35	и как бы	1	1
36	же самое что	1	1
37	в ее основных	1	1
38	и то что	1	1
39	между жизнью и	1	1
40	одного и того	1	1
41	и относит его	1	1
42	в конечном счете	1	1
43	и все остальные	1	1
44	смысловой значимости и	1	1
45	вовсе не по	1	1
46	до конца в	1	1
47	со всех сторон	1	1
48	нет и не	1	1
49	в нем нет	1	1
50	здесь мы видим	1	1
51	вечной истины и	1	1
52	даны здесь в	1	1
53	за собой и	1	1
54	дело в том	1	1
55	именно в этой	1	1
56	это не значит	1	1
57	средних веков и	2	1
58	в свою очередь	1	1
