N	3gram	Medvedev_F_1	Analitik
1	в том что	1	6
2	в данном случае	1	5
3	с одной стороны	4	4
4	по отношению к	4	4
5	и в этом	2	4
6	состоит в том	1	4
7	так и не	1	4
8	в самом начале	1	3
9	того или иного	2	3
10	в этом отношении	1	3
11	тем не менее	1	3
12	и тем самым	1	2
13	в этом смысле	1	2
14	в то же	8	2
15	т е к	1	2
16	не только не	2	2
17	тех или иных	1	2
18	с другой стороны	1	2
19	в отличие от	1	2
20	то же время	8	2
21	с точки зрения	13	2
22	в сторону и	1	2
23	в литературном произведении	2	1
24	как это свойственно	1	1
25	так или иначе	1	1
26	произведения в ее	1	1
27	лишь одной из	1	1
28	заключается в том	1	1
29	и во всех	1	1
30	хотя бы и	1	1
31	в противном случае	1	1
32	особое место в	1	1
33	между тем как	1	1
34	к тому что	1	1
35	в целом ряде	2	1
36	и в пределах	1	1
37	литературного произведения в	1	1
38	как один из	1	1
39	отнюдь не является	1	1
40	между прочим и	1	1
41	этой точки зрения	1	1
42	как раз и	1	1
43	литературного произведения как	1	1
44	более или менее	6	1
45	еще в самом	2	1
46	не менее в	1	1
47	в применении к	2	1
48	целом все это	1	1
49	которая сама по	1	1
50	как и всякий	1	1
51	в связи с	2	1
52	в целом все	1	1
53	прежде всего в	3	1
54	именно в нем	2	1
55	со всех сторон	1	1
56	среда в которой	1	1
57	не только на	1	1
58	но и в	1	1
59	сами по себе	2	1
60	из виду что	2	1
61	идет уже не	1	1
62	уже не о	1	1
63	так и на	1	1
64	определенной социальной группы	1	1
65	и вся его	1	1
66	за пределы этой	1	1
67	в отношении к	1	1
68	в свою очередь	6	1
69	сама по себе	2	1
70	с этой точки	1	1
71	и нисколько не	1	1
72	но отнюдь не	1	1
73	не может быть	5	1
