N	3gram	Bakhtin_Fr_8	Marksizm
1	с точки зрения	2	20
2	не может быть	2	13
3	в самом деле	1	9
4	бы то ни	2	8
5	до сих пор	8	8
6	то ни было	1	8
7	в связи с	3	7
8	в настоящее время	3	6
9	до настоящего времени	3	5
10	как мы знаем	1	5
11	в отличие от	1	5
12	с другой стороны	2	5
13	с самого начала	1	4
14	в то же	10	3
15	в большинстве случаев	6	3
16	можно сказать что	2	3
17	может быть и	1	3
18	для того чтобы	2	3
19	в том что	6	3
20	и т.п в	2	3
21	то же самое	1	3
22	мы не будем	1	3
23	все без исключения	1	3
24	то же время	10	3
25	в этом отношении	1	3
26	в ее целом	1	3
27	в узком смысле	2	2
28	в чем же	1	2
29	в том числе	3	2
30	быть и речи	1	2
31	вопрос о том	1	2
32	но в то	2	2
33	оно ни было	1	2
34	в этом смысле	1	2
35	и прежде всего	1	2
36	между этими двумя	1	2
37	далеко за пределы	2	2
38	по отношению к	1	2
39	языка и в	1	2
40	на самом же	1	2
41	в каком бы	1	2
42	но при этом	1	2
43	самом же деле	1	2
44	во всех областях	2	2
45	том числе и	2	2
46	можно было бы	1	2
47	подобно тому как	1	1
48	в едином и	1	1
49	с одной стороны	2	1
50	свет и на	1	1
51	мы полагаем что	1	1
52	т.п все эти	1	1
53	так и в	1	1
54	большей или меньшей	3	1
55	какой бы то	1	1
56	язык в его	1	1
57	друг с другом	1	1
58	и до настоящего	2	1
59	в новое время	1	1
60	лишь там где	1	1
61	и так сказать	1	1
62	а следовательно и	1	1
63	и все остальные	1	1
64	как мы сказали	1	1
65	дело идет именно	1	1
66	до известной степени	1	1
67	таким образом к	1	1
68	не только не	2	1
69	более широкий и	1	1
70	становятся как бы	1	1
71	таким образом и	3	1
72	за пределы нашей	1	1
73	все эти формы	1	1
74	ни о каком	1	1
75	друг за другом	1	1
76	точка зрения на	1	1
77	они еще не	1	1
78	но и эта	1	1
79	все остальное в	1	1
80	вовсе не как	1	1
81	и как бы	1	1
82	во всех вопросах	1	1
83	на самом деле	1	1
84	в систему языка	1	1
85	но в известном	1	1
86	и в нем	1	1
87	областей знания и	1	1
88	сих пор мы	1	1
89	и т.п но	1	1
90	таким образом в	1	1
91	вместо того чтобы	1	1
92	как мы уже	2	1
93	и т.п эта	1	1
94	более или менее	2	1
95	в романе не	1	1
96	той или иной	1	1
97	и в самом	1	1
98	мысль и в	1	1
99	ни о какой	1	1
100	так и темы	1	1
101	до наших дней	1	1
102	как к своему	1	1
103	в обычных условиях	1	1
104	и т.п все	1	1
105	дело здесь идет	1	1
106	прежде всего в	1	1
107	как мы видели	2	1
108	все же не	1	1
109	мы переходим к	1	1
110	выходит за пределы	1	1
111	кроме того в	1	1
112	но и в	1	1
113	в особенности же	1	1
114	как бы ни	1	1
115	данной эпохи и	1	1
116	не будем касаться	1	1
117	в первой части	1	1
118	к языку как	1	1
119	как мы видим	1	1
120	пределы нашей работы	1	1
121	только в контексте	1	1
122	в большей или	3	1
123	в том новом	1	1
124	этих форм с	1	1
