N	3gram	Tiupa_Hudo_1	Myslijsy
1	в том что	6	16
2	а в том	1	5
3	в то же	8	5
4	не в том	2	5
5	заключает в себе	1	5
6	по отношению к	8	5
7	то же время	8	5
8	по себе а	1	4
9	не только в	2	4
10	с одной стороны	1	3
11	потому что не	1	3
12	до сих пор	2	3
13	что он не	2	3
14	и т д	3	3
15	в том смысле	1	3
16	более или менее	1	3
17	в свою очередь	1	3
18	может быть только	1	3
19	потому что он	1	3
20	только в том	2	3
21	в том как	1	3
22	тем не менее	3	3
23	не может быть	2	3
24	в таком случае	1	2
25	так и в	1	2
26	как и в	3	2
27	не только не	1	2
28	и т п	8	2
29	а между тем	1	2
30	к тому что	4	2
31	в первом случае	1	2
32	только потому что	2	2
33	потому что оно	1	2
34	почти то же	1	2
35	то что мы	1	2
36	и в самом	3	2
37	мы не знаем	1	2
38	в этом отношении	3	2
39	том что он	1	2
40	то что я	1	2
41	о том что	9	1
42	произведения не в	1	1
43	так или иначе	2	1
44	на наш взгляд	2	1
45	в том случае	1	1
46	друг с другом	1	1
47	сменяя друг друга	1	1
48	и там где	1	1
49	что все эти	1	1
50	а тем более	1	1
51	только один из	1	1
52	на самом деле	1	1
53	а не другое	1	1
54	формы и содержания	1	1
55	и о том	2	1
56	ничего общего с	1	1
57	самом деле в	2	1
58	приходит в голову	1	1
59	и та же	1	1
60	то же самое	1	1
61	он уже не	1	1
62	видя в нем	1	1
63	на первый взгляд	1	1
64	могло бы быть	1	1
65	за то что	1	1
66	и то и	1	1
67	сих пор еще	1	1
68	как все это	1	1
69	того и другого	1	1
70	на то что	2	1
71	легко представить себе	1	1
72	но и от	1	1
73	в чем не	1	1
74	не было ни	1	1
75	в первый раз	1	1
76	одной стороны и	1	1
77	можно заметить что	1	1
78	между тем в	1	1
79	и другому в	1	1
80	для себя и	1	1
81	сами по себе	1	1
82	в самом деле	4	1
83	т с не	1	1
84	одна и та	1	1
85	в данном случае	1	1
86	он не знает	1	1
87	друг от друга	1	1
88	них уже не	1	1
89	что для него	1	1
90	не глядя на	1	1
91	не только от	1	1
92	для него теперь	1	1
93	и что в	1	1
94	и от другой	1	1
95	в свое время	1	1
96	в этих словах	2	1
97	то и другое	2	1
