N	4gram	Vinokur_Ku_3	Problema
1	и тем не менее	3	8
2	и т д и	1	4
3	т д и т	1	3
4	д и т д	1	2
5	когда мы говорим что	1	2
6	одного и того же	2	2
7	уже по одному тому	1	1
8	что бы то ни	1	1
9	и в то же	1	1
10	по одному тому что	1	1
11	заключается в том что	1	1
12	одним и тем же	2	1
13	можно сказать только то	1	1
14	и в самом деле	3	1
15	в то или иное	1	1
16	а в известном смысле	1	1
17	не говоря уже о	2	1
18	то что мы в	1	1
19	так как он будет	1	1
20	а может быть и	1	1
21	во что бы то	1	1
22	бы то ни стало	1	1
23	которое мы находим в	1	1
24	не выходит за пределы	1	1
25	но для того чтобы	1	1
26	мы должны сказать что	1	1
27	не принимая во внимание	1	1
