N	4gram	Medvedev_F_1	Marksizm
1	в то же время	8	8
2	но в то же	2	5
3	бы то ни было	1	4
4	в точном смысле этого	1	3
5	на самом же деле	1	3
6	точном смысле этого слова	1	3
7	и пр и пр	2	3
8	с одной стороны и	4	2
9	все более и более	2	2
10	не может быть и	1	2
11	с точки зрения самого	1	2
12	и до настоящего времени	1	2
13	в широком смысле слова	1	1
14	в данной социальной группе	1	1
15	не с точки зрения	1	1
16	со всею конкретностью исторического	1	1
17	в более или менее	1	1
18	в том числе и	1	1
19	свою очередь является лишь	1	1
20	этом отношении в высшей	1	1
21	в этом отношении в	1	1
22	тем не менее в	1	1
23	какие бы тонкие и	1	1
24	в свою очередь является	2	1
25	осуществляется только в процессе	1	1
26	и не может быть	2	1
27	не подлежит конечно сомнению	1	1
28	в гораздо большей степени	1	1
29	и пр все эти	1	1
30	и в свою очередь	1	1
31	у нас не было	1	1
32	в их отношении к	1	1
33	и в том что	1	1
34	ни было значительно и	1	1
35	не говоря уже о	1	1
36	отношении в высшей степени	1	1
37	в высшей степени характерна	1	1
38	ориентируется в отношении к	1	1
39	что и до настоящего	1	1
40	сюда относятся прежде всего	1	1
