1	или по крайней мере	2	4
2	и т д и	1	4
3	в то время как	3	4
4	в том смысле что	1	3
5	одно и то же	2	3
6	бы то ни было	1	3
7	не имеет ничего общего	1	3
8	бы она ни была	1	2
9	как бы она ни	1	2
10	дело в том что	1	2
11	и как бы ни	1	1
12	в том что он	1	1
13	с тем что мы	1	1
14	имеет ничего общего с	1	1
15	и в таком случае	1	1
16	указывает нам на то	1	1
17	и т д можно	1	1
18	и то и другое	1	1
19	одного и того же	6	1
20	само по себе не	1	1
21	может быть не только	1	1
22	даже и в таком	1	1
23	тем не менее в	1	1
24	мы до сих пор	1	1
