N	4gram	Trubetskoy_1	Problema
1	также и то что	1	4
2	и в этом случае	1	3
3	бы то ни было	1	3
4	в том виде как	1	2
5	заключается в том что	1	2
6	том что вся эта	1	2
7	дело в том что	1	2
8	во всяком случае не	1	1
9	даже и в этом	1	1
10	точно так же и	1	1
11	вот это и есть	1	1
12	до сих пор мы	1	1
13	во что бы то	3	1
14	одного и того же	1	1
15	того что не только	1	1
16	само собой разумеется что	1	1
17	бы то ни стало	3	1
18	что бы то ни	3	1
19	и то и другое	1	1
20	говорить о том что	1	1
21	только для того чтобы	1	1
