N	4gram	Bakhtin_Pr_2	FransuaR
1	в то же время	3	6
2	с начала и до	2	4
3	начала и до конца	2	4
4	но в то же	3	4
5	большей или меньшей степени	1	2
6	в том числе и	2	2
7	в той или иной	2	2
8	мы еще вернемся в	1	2
9	одной и той же	1	2
10	в большей или меньшей	1	2
11	до сих пор еще	1	1
12	поэтому он и не	1	1
13	мы уже говорили что	1	1
14	имеем в виду прежде	1	1
15	и не может быть	1	1
16	на самом деле нет	1	1
17	нет и не может	1	1
18	видения и понимания мира	1	1
19	а не так как	1	1
20	мы имеем в виду	2	1
21	судить о нем по	1	1
22	той или иной степени	2	1
23	ни с одним из	1	1
24	не так как его	1	1
25	подобно тому как в	1	1
26	не видит и не	1	1
27	дело в том что	1	1
28	в виду прежде всего	1	1
29	то же время не	1	1
