N	4gram	Trubetskoy_1	Psycholo
1	заключается в том что	2	4
2	одно и то же	1	3
3	одного и того же	3	2
4	состоит в том что	1	2
5	образом мы видим что	1	2
6	в самом деле если	1	2
7	одной и той же	1	2
8	до сих пор не	2	1
9	что ни одна из	1	1
10	в каждый данный момент	3	1
11	уверены в том что	1	1
12	в том виде как	1	1
13	в том что оно	1	1
14	и для того чтобы	1	1
15	которое на самом деле	1	1
16	указывали на то что	1	1
17	которых мы говорили выше	3	1
18	в том или ином	1	1
19	что это действительно так	1	1
20	уже указали выше на	1	1
21	с этой точки зрения	1	1
22	о которых мы говорили	3	1
23	в том что он	1	1
24	несмотря на то что	2	1
25	но вместе с тем	1	1
26	с психологической точки зрения	1	1
27	таким образом мы видим	1	1
28	то для того чтобы	1	1
29	приводит к тому что	1	1
30	с самого начала в	1	1
31	принять во внимание что	1	1
32	и так как все	1	1
33	состоит именно в том	1	1
34	на самом деле есть	1	1
35	в то время как	1	1
36	вступить в противоречие с	1	1
37	дело в том что	1	1
