N	3gram	Potebnia_M_2	TeoriaLi
1	в отличие от	1	7
2	в то же	2	6
3	в том что	7	6
4	то же время	2	6
5	состоит в том	1	4
6	более или менее	8	4
7	в этом смысле	2	3
8	с другой стороны	2	3
9	тем не менее	5	3
10	в свою очередь	6	3
11	с одной стороны	3	2
12	при этом что	1	2
13	и тем самым	1	2
14	как и в	1	2
15	и того же	6	2
16	внутренней и внешней	1	2
17	и то же	2	2
18	то что они	1	2
19	одно и то	2	2
20	одного и того	6	2
21	сама по себе	2	2
22	не может быть	2	2
23	тогда как в	2	2
24	со всех сторон	1	1
25	подобно тому как	4	1
26	а в том	1	1
27	в таком случае	2	1
28	между тем в	1	1
29	в таких случаях	1	1
30	в том случае	1	1
31	в каждом человеке	1	1
32	в большинстве случаев	1	1
33	бы то ни	1	1
34	в себе никаких	1	1
35	при этом и	1	1
36	в одном случае	1	1
37	в том в	1	1
38	в связи с	1	1
39	из того что	1	1
40	также что в	1	1
41	потому что из	1	1
42	и свою собственную	1	1
43	для того чтобы	2	1
44	то ни было	1	1
45	в душе хотя	1	1
46	мере в какой	1	1
47	собственно говоря и	1	1
48	о том что	1	1
49	том случае если	1	1
50	в той мере	1	1
51	в чем состоит	2	1
52	и как бы	1	1
53	а а и	1	1
54	а не с	2	1
55	в то время	4	1
56	но на деле	2	1
57	той мере в	1	1
58	в этом случае	1	1
59	и в слове	1	1
60	в сравнении с	2	1
61	не могут быть	3	1
62	на вопрос о	1	1
63	внутреннее и внешнее	1	1
64	она могла бы	1	1
65	друг другу и	1	1
66	нами не как	1	1
67	имеет место в	1	1
68	состоит не в	2	1
69	дело в том	1	1
70	том что он	1	1
71	как более или	1	1
72	о а и	1	1
73	это было бы	1	1
74	с этой точки	1	1
75	по крайней мере	5	1
76	а между тем	4	1
