N	3gram	Propp_Isto_2	StatiiOP
1	и т д	18	21
2	в том что	5	17
3	о том что	2	11
4	можно было бы	3	8
5	до сих пор	6	7
6	на самом деле	2	6
7	с другой стороны	2	6
8	не может быть	2	5
9	т д но	2	4
10	на то что	2	4
11	так например в	1	4
12	не только в	4	4
13	том что в	1	3
14	но все же	4	3
15	за то что	1	3
16	по отношению к	3	3
17	т е с	1	3
18	так же как	4	3
19	так или иначе	1	2
20	на вопрос о	1	2
21	из этих двух	1	2
22	с одной стороны	3	2
23	тем что в	1	2
24	т д и	2	2
25	т е в	1	2
26	вовсе не в	1	2
27	дело не в	2	2
28	по этому поводу	1	2
29	в этом случае	5	2
30	же и в	1	2
31	но если это	1	2
32	но и в	2	2
33	так как в	2	2
34	тем не менее	1	2
35	что в одном	1	1
36	должно было бы	1	1
37	не в количестве	1	1
38	надо сказать что	1	1
39	в таких случаях	2	1
40	о том как	1	1
41	в одной из	1	1
42	точно так же	6	1
43	то что было	1	1
44	дело не только	1	1
45	говорит что они	1	1
46	встречаются чаще чем	1	1
47	в другом месте	2	1
48	об этом не	1	1
49	пути очень часто	1	1
50	но это не	1	1
51	это может быть	1	1
52	того как он	1	1
53	нужно было бы	1	1
54	же значение как	1	1
55	во всех этих	2	1
56	что он не	4	1
57	так же и	3	1
58	быть установлены только	1	1
59	в то что	1	1
60	имеет такое же	1	1
61	что он делает	1	1
62	всякий раз когда	1	1
63	в обоих случаях	1	1
64	но я не	1	1
65	с которыми он	1	1
66	то что она	1	1
67	сейчас еще не	1	1
68	но все эти	1	1
69	является не только	1	1
70	после того как	2	1
71	ни одно из	1	1
72	могут быть установлены	1	1
73	смысле этого слова	1	1
74	может быть даже	1	1
75	настоящем смысле этого	1	1
76	показывает что он	1	1
77	громким голосом и	1	1
78	в зависимости от	1	1
79	здесь дело не	1	1
80	и для нас	1	1
81	с этой стороны	1	1
82	в его работе	1	1
83	друг от друга	1	1
84	должен был бы	1	1
85	имеет право на	1	1
86	то что он	1	1
87	а на самом	1	1
88	так что они	1	1
89	том что он	1	1
90	а может быть	1	1
91	и не хочет	1	1
92	потому что он	2	1
93	т д вот	1	1
94	в это время	1	1
95	такое же значение	1	1
