N	3gram	Propp_Isto_4	slovoVRo
1	не может быть	4	15
2	в этом случае	3	6
3	в большинстве случаев	1	5
4	в узком смысле	1	4
5	но все же	4	4
6	в зависимости от	1	4
7	так и в	2	3
8	и связанные с	1	2
9	может быть и	1	2
10	до сих пор	5	2
11	и в особенности	1	2
12	и т д	24	2
13	не только в	2	2
14	не могут быть	1	2
15	в связи с	2	2
16	мы не можем	1	1
17	не можем здесь	1	1
18	и действует в	1	1
19	о том что	2	1
20	в том числе	1	1
21	и как мы	1	1
22	дело не только	1	1
23	и могут быть	1	1
24	мы увидим что	2	1
25	как и в	1	1
26	и наконец даже	1	1
27	именно так как	1	1
28	различных источника один	1	1
29	не только как	1	1
30	всех этих случаях	1	1
31	с другой стороны	4	1
32	чем перейти к	1	1
33	в другом случае	2	1
34	мы видели что	3	1
35	в средние века	2	1
36	что он не	1	1
37	и не может	1	1
38	вообще не знает	1	1
39	как мы видели	3	1
40	и может быть	1	1
41	на то что	3	1
42	в широком смысле	1	1
43	хотя и в	1	1
44	все же он	1	1
45	может быть только	1	1
46	в этих случаях	7	1
47	только с помощью	1	1
48	можем здесь входить	1	1
49	и не только	1	1
50	здесь входить в	1	1
51	но и в	1	1
52	вовсе не в	1	1
53	а не только	1	1
54	во всех этих	1	1
55	другой стороны способность	1	1
56	тем не менее	2	1
