N	4gram	Trubetskoy_1	Psycholo
1	заключается в том что	1	4
2	о котором мы говорили	1	2
3	одного и того же	1	2
4	указывает на то что	1	2
5	сводится к тому что	1	2
6	что ни одна из	1	1
7	в каждый данный момент	1	1
8	уверены в том что	1	1
9	в том виде как	1	1
10	которых мы говорили выше	1	1
11	о которых мы говорили	1	1
12	несмотря на то что	1	1
13	в совершенно ином виде	1	1
14	можно было бы показать	1	1
15	все до сих пор	1	1
16	было бы показать что	1	1
17	что с точки зрения	1	1
18	дело в том что	1	1
