N	3gram	Tiupa_Narr_2	Dialekti
1	с точки зрения	2	14
2	в таком случае	1	10
3	тем не менее	4	10
4	не только не	2	7
5	что иное как	1	6
6	не что иное	1	6
7	не может быть	2	6
8	о том что	4	5
9	в самом деле	1	5
10	подобно тому как	2	4
11	в то время	1	4
12	то время как	1	4
13	с одной стороны	5	3
14	как раз и	1	3
15	в том что	8	3
16	есть не что	1	3
17	так же как	2	2
18	так или иначе	1	2
19	точно так же	2	2
20	но они не	1	2
21	к тому что	3	2
22	не может существовать	1	2
23	того или иного	3	2
24	в зависимости от	1	2
25	ничего не знает	1	2
26	той или иной	3	2
27	и от его	1	2
28	во всяком случае	1	2
29	этой точки зрения	1	2
30	иметь в виду	1	2
31	с этой точки	1	2
32	хотя и не	2	2
33	к тому же	4	2
34	таким образом что	1	1
35	на самом деле	2	1
36	личностного бытия в	1	1
37	возможна только в	1	1
38	может и должен	1	1
39	проявляет себя в	1	1
40	что с точки	1	1
41	далеко не всегда	1	1
42	той же самой	1	1
43	одна за другой	1	1
44	не знания но	1	1
45	с той или	1	1
46	а все остальное	1	1
47	уже не на	1	1
48	и в то	1	1
49	что в ней	1	1
50	при этом я	1	1
51	в конечном счете	3	1
52	до сих пор	1	1
53	должен обратиться к	1	1
54	не слышим и	1	1
55	если же в	1	1
56	уж во всяком	1	1
57	собственно говоря и	1	1
58	то же самое	1	1
59	слышим и не	1	1
60	и стало быть	1	1
61	у меня в	1	1
62	оно и не	1	1
63	и что в	1	1
64	того и другого	1	1
65	о чем говорить	1	1
66	восприятия а мы	1	1
67	включают в себя	1	1
68	в том смысле	1	1
69	и нет никакого	1	1
70	более или менее	1	1
71	в то же	3	1
72	необходимо должно быть	1	1
73	имеет место в	1	1
74	хотя бы его	1	1
75	ни в чем	1	1
76	одной стороны и	1	1
77	может быть только	1	1
78	в связи с	1	1
79	то же время	3	1
80	он может и	1	1
81	что у него	1	1
82	и не может	2	1
83	в этом отношении	3	1
84	того на что	1	1
85	истории не имеет	1	1
86	не в том	1	1
87	я не могу	1	1
88	с этой стороны	1	1
89	как и любая	1	1
90	в данном случае	6	1
