N	4gram	Propp_Isto_1	Problema
1	и тем не менее	2	8
2	дело в том что	2	3
3	не что иное как	1	2
4	до сих пор мы	2	2
5	как мы увидим ниже	1	2
6	есть не что иное	1	2
7	на самом же деле	1	1
8	к тому или иному	1	1
9	имеем дело не с	1	1
10	внимание на то что	1	1
11	все дело в том	1	1
12	с другой стороны однако	1	1
13	не чем иным как	1	1
14	необходимо иметь в виду	1	1
15	для нас прежде всего	1	1
16	не говоря уже о	1	1
17	т д все это	1	1
18	сих пор мы рассматривали	1	1
19	мы имеем дело не	1	1
20	так же как и	1	1
21	это не значит что	1	1
22	в то время как	3	1
23	мы уже видели что	1	1
24	и т д все	3	1
