N	3gram	Kanaev_Sov_1	Istorich
1	мы видим что	1	8
2	не может быть	4	7
3	тем не менее	2	6
4	до сих пор	1	5
5	с одной стороны	1	4
6	в том что	1	4
7	друг с другом	2	3
8	но все же	1	3
9	то же самое	2	3
10	по отношению к	1	3
11	в связи с	1	3
12	дело в том	1	3
13	можно было бы	1	3
14	и тот же	1	2
15	с самого начала	3	2
16	мы не можем	6	2
17	бы то ни	1	2
18	оно может быть	1	2
19	один и тот	1	2
20	то ни было	1	2
21	в отличие от	2	2
22	так же как	1	2
23	же самое что	1	2
24	мы видели что	3	2
25	в зависимости от	4	2
26	на этот вопрос	1	2
27	мы можем поставить	1	1
28	с другом мы	1	1
29	в этом смысле	1	1
30	как мы это	1	1
31	в том случае	1	1
32	между ним и	1	1
33	какой бы то	1	1
34	мы знаем что	1	1
35	в одном случае	1	1
36	том случае когда	1	1
37	не более как	1	1
38	мы видим не	1	1
39	друг на друга	1	1
40	в обратном порядке	1	1
41	но они не	1	1
42	влечет за собой	1	1
43	и в этом	1	1
44	в этом случае	1	1
45	есть не что	1	1
46	это или нет	1	1
47	но никогда не	1	1
48	следить дальше за	1	1
49	к которому они	1	1
50	не что иное	1	1
51	мы этого не	1	1
52	прежде всего мы	1	1
53	не могут быть	1	1
54	одной стороны и	1	1
55	по его мнению	1	1
56	до наших дней	1	1
57	может быть только	1	1
58	сами по себе	1	1
59	что иное как	1	1
60	в результате мы	1	1
61	за собой изменение	1	1
62	в том как	1	1
63	почти не знает	1	1
64	равно как и	1	1
65	в этом направлении	1	1
66	но тем не	1	1
67	они не могут	1	1
68	а не только	1	1
69	не в том	1	1
70	а может быть	1	1
