N	3gram	Propp_Russ_2	Marksizm
1	не может быть	3	13
2	в настоящее время	1	6
3	в отличие от	3	5
4	с другой стороны	1	5
5	можно сказать что	1	3
6	может быть и	1	3
7	для того чтобы	6	3
8	в том что	18	3
9	в этом случае	6	3
10	мы не будем	2	3
11	в этом отношении	1	3
12	в нашу задачу	1	3
13	это и есть	1	2
14	так же как	4	2
15	вопрос о том	1	2
16	всякой связи с	1	2
17	во всяком случае	1	2
18	на самом же	2	2
19	смысле этого слова	1	2
20	же как и	2	2
21	самом же деле	2	2
22	в какой степени	1	2
23	жизни в этом	1	2
24	тем не менее	2	2
25	в свою очередь	1	2
26	можно было бы	1	2
27	подобно тому как	3	1
28	с одной стороны	2	1
29	не могла быть	1	1
30	во многих отношениях	1	1
31	прежде всего как	1	1
32	мы уже знаем	1	1
33	таким образом к	1	1
34	тесно связаны с	1	1
35	не будем здесь	2	1
36	одна из основных	1	1
37	и в таком	1	1
38	в предыдущей главе	1	1
39	в двух направлениях	1	1
40	но и эта	1	1
41	и иные формы	1	1
42	о том где	1	1
43	таким образом в	1	1
44	ничего общего не	1	1
45	как мы уже	1	1
46	более или менее	1	1
47	в применении к	1	1
48	по аналогии с	1	1
49	может быть только	2	1
50	как мы видели	1	1
51	без всякой связи	1	1
52	или во всяком	1	1
53	кроме того в	2	1
54	но и в	1	1
55	о чем речь	1	1
56	во всех других	1	1
57	как мы увидим	1	1
58	связи с другими	1	1
59	к этому же	1	1
60	между собой и	1	1
61	а между тем	1	1
