N	4gram	Tiupa_Anal_1	Literetu
1	в то же время	6	9
2	состоит в том что	3	3
3	не говоря уже о	1	2
4	одно и то же	1	2
5	его что находится над	1	1
6	солидарны между собою когда	1	1
7	так как того требуют	1	1
8	выше его что находится	1	1
9	ни единого словечка он	1	1
10	он написан а не	1	1
11	и позволяют их умственные	1	1
12	найдя другого в себе	2	1
13	единого словечка он не	1	1
14	во взаимоотражении во взаимоприятии	1	1
15	утверждают свое частное бытие	1	1
16	не так как того	1	1
17	всеобщей основе когда наконец	1	1
18	бытие на единой всеобщей	1	1
19	в начале х годов	2	1
20	утверждение о жизни по	1	1
21	при таком взгляде на	1	1
22	них дает им полный	1	1
23	строчки ложатся в белоснежную	1	1
24	себя в них дает	1	1
25	в них дает им	1	1
26	читать пушкина как он	2	1
27	во-вторых они не исключают	1	1
28	другого я должен найти	1	1
29	всеохватывающей своей широте на	1	1
30	они не исключают целого	1	1
31	что выше его что	1	1
32	основе когда наконец в-третьих	1	1
33	над ним и управляет	1	1
34	собою когда во-вторых они	1	1
35	что находится над ним	1	1
36	по всеохватывающей своей широте	1	1
37	найти себя в другом	2	1
38	сам но то что	1	1
39	себе во взаимоотражении во	1	1
40	без другого не могу	1	1
41	во всей своей полноте	1	1
42	грамотных читать пушкина как	1	1
43	широте на отдельные слова	1	1
44	а раскрывая себя в	1	1
45	нужно поставить на место	1	1
46	стать самим собою без	1	1
47	обойтись без другого не	1	1
48	не может быть ни	1	1
49	о жизни по всеохватывающей	1	1
50	а не так как	1	1
51	читателя нужно поставить на	1	1
52	с этой точки зрения	1	1
53	своей широте на отдельные	1	1
54	есть не более чем	1	1
55	элементы в нашем случае	1	1
56	в другом найдя другого	2	1
57	душевные потребности и позволяют	1	1
58	раскрывая себя в них	1	1
59	поглощает частных элементов а	1	1
60	частное бытие на единой	1	1
61	есть рассказ о счастье	1	1
62	не могу обойтись без	1	1
63	не поглощает частных элементов	1	1
64	в том числе и	1	1
65	должен найти себя в	1	1
66	то же время он	1	1
67	мы имеем дело с	3	1
68	друга а напротив взаимно	1	1
69	другого не могу стать	1	1
70	он не привносит от	1	1
71	один в другом солидарны	1	1
72	не может быть отождествлен	2	1
73	когда во-вторых они не	1	1
74	жизни по всеохватывающей своей	1	1
75	рассказ о счастье существования	1	1
76	решение вопроса о границах	1	1
77	но то что выше	1	1
78	в нашем случае это	1	1
79	подавляет и не поглощает	1	1
80	как того требуют их	1	1
81	целого а утверждают свое	1	1
82	то что выше его	1	1
83	научить всех грамотных читать	1	1
84	до тех пор пока	1	1
85	частные элементы в нашем	1	1
86	в себе во взаимоотражении	1	1
87	не в том чтобы	3	1
88	собою без другого я	1	1
89	потребности и позволяют их	1	1
90	чем научить всех грамотных	1	1
91	всей своей полноте и	1	1
92	легче провести в ссср	1	1
93	и не поглощает частных	1	1
94	ложатся в белоснежную тетрадь	1	1
95	в полном соответствии с	1	1
96	духовного не собственного задания	1	1
97	какое-то утверждение о жизни	1	1
98	отдельные слова не разложимое	1	1
99	искусство в том числе	1	1
100	другого в себе во	1	1
101	их душевные потребности и	1	1
102	полный простор в себе	1	1
103	словечка он не привносит	1	1
104	я должен найти себя	1	1
105	элементов а раскрывая себя	1	1
106	наконец в-третьих эта всеединая	1	1
107	самим собою без другого	1	1
108	другом найдя другого в	2	1
109	без другого я должен	1	1
110	роль по отношению к	1	1
111	единой всеобщей основе когда	1	1
112	и не может быть	4	1
113	полагают себя один в	1	1
114	ним и управляет им	1	1
115	в чем и состоит	1	1
116	ссср электрификацию чем научить	1	1
117	не привносит от себя	1	1
118	принципе не может быть	1	1
119	на единой всеобщей основе	1	1
120	бы то ни было	3	1
121	всех грамотных читать пушкина	1	1
122	в ссср электрификацию чем	1	1
123	другом солидарны между собою	1	1
124	провести в ссср электрификацию	1	1
125	требуют их душевные потребности	1	1
126	дает им полный простор	1	1
127	не могу стать самим	1	1
128	себя в другом найдя	2	1
129	между собою когда во-вторых	1	1
130	в-третьих эта всеединая основа	1	1
131	как он написан а	1	1
132	себя один в другом	1	1
133	исключают друг друга а	1	1
134	частных элементов а раскрывая	1	1
135	в такой же мере	1	1
136	а напротив взаимно полагают	1	1
137	пушкина как он написан	2	1
138	друг друга а напротив	1	1
139	в другом солидарны между	1	1
140	позволяют их умственные способности	1	1
141	электрификацию чем научить всех	1	1
142	находится над ним и	1	1
143	том числе и трагическое	1	1
144	нет и не может	2	1
145	им полный простор в	1	1
146	трагическое есть рассказ о	1	1
147	во-первых частные элементы в	1	1
148	который в принципе не	1	1
149	и просто продиктованные строчки	1	1
150	когда наконец в-третьих эта	1	1
151	не исключают целого а	1	1
152	и трагическое есть рассказ	1	1
153	а утверждают свое частное	1	1
154	на отдельные слова не	1	1
155	не подавляет и не	1	1
156	могу стать самим собою	1	1
157	не исключают друг друга	1	1
158	того требуют их душевные	1	1
159	исключают целого а утверждают	1	1
160	в принципе не может	1	1
161	я не могу обойтись	1	1
162	напротив взаимно полагают себя	1	1
163	числе и трагическое есть	1	1
164	продиктованные строчки ложатся в	1	1
165	написан а не так	1	1
166	свое частное бытие на	1	1
167	могу обойтись без другого	1	1
168	взаимно полагают себя один	1	1
169	просто продиктованные строчки ложатся	1	1
