N	4gram	Tiupa_Anal_1	DiskursI
1	в то же время	6	4
2	не может претендовать на	1	3
3	одно и то же	1	2
4	состоит в том что	3	2
5	одного и того же	2	2
6	чего бы то ни	1	1
7	мысль о том что	1	1
8	интересно всем потому что	1	1
9	присутствия я в мире	1	1
10	потому что из нас	1	1
11	что же касается самого	1	1
12	выхожу один я на	1	1
13	и того и другого	2	1
14	по своей жанровой стратегии	1	1
15	покойного ивана петровича белкина	1	1
16	с позиций исторической поэтики	1	1
17	ивана петровича белкина изданные	1	1
18	не говоря уже о	1	1
19	в том числе и	1	1
20	принципиально не может быть	1	1
21	остановись мгновенье ты прекрасно	1	1
22	повести покойного ивана петровича	1	1
23	один я на дорогу	1	1
24	всем потому что из	1	1
25	из нас самих состоят	1	1
26	в той или иной	3	1
27	не упускать из виду	1	1
28	одной и той же	1	1
29	той мере в какой	2	1
30	бы то ни было	3	1
31	с той или иной	1	1
32	что из нас самих	1	1
33	в такой же мере	1	1
34	места времени и действия	1	1
35	в той мере в	2	1
36	петровича белкина изданные а.п	1	1
37	может быть сведена к	1	1
38	субъекта объекта и адресата	1	1
