N	3gram	Propp_Isto_5	Analitik
1	о том что	4	6
2	в том что	2	6
3	в данном случае	2	5
4	с одной стороны	7	4
5	по отношению к	2	4
6	состоит в том	1	4
7	в этом случае	7	4
8	подобно тому как	1	3
9	обращает на себя	1	3
10	как и в	2	3
11	тем не менее	4	3
12	и тем самым	1	2
13	в то же	1	2
14	с другой стороны	8	2
15	на то что	2	2
16	в отличие от	1	2
17	не только в	2	2
18	и он же	1	2
19	то же время	1	2
20	с точки зрения	1	2
21	в соответствии с	1	2
22	уже говорилось выше	1	1
23	не только для	1	1
24	до некоторой степени	1	1
25	ничего не говорит	1	1
26	он не только	1	1
27	на две части	1	1
28	его в себя	2	1
29	они могут быть	1	1
30	бы вера в	1	1
31	все того же	1	1
32	при встрече с	1	1
33	но и для	1	1
34	по которой он	1	1
35	всех этих случаях	1	1
36	дело не в	1	1
37	в таких случаях	2	1
38	еще ничего не	1	1
39	никак не может	1	1
40	можно сказать что	1	1
41	что один из	1	1
42	этой точки зрения	1	1
43	отношению к которым	1	1
44	в том смысле	1	1
45	не тот кто	1	1
46	носит в себе	1	1
47	в связи с	4	1
48	в этих случаях	6	1
49	в самом деле	1	1
50	друг с другом	2	1
51	точно так же	1	1
52	и тем что	1	1
53	но и в	2	1
54	что случилось с	1	1
55	во всех этих	1	1
56	в свою очередь	1	1
57	свидетельствует о том	1	1
58	с этой точки	1	1
59	не может быть	3	1
