N	3gram	Tiupa_Narr_1	slovoVRo
1	не может быть	4	15
2	в отличие от	2	12
3	в значительной степени	1	6
4	с одной стороны	1	5
5	чужого слова в	2	5
6	той или иной	4	5
7	то же время	4	4
8	в том что	5	4
9	по отношению к	3	4
10	в то же	4	4
11	но все же	1	4
12	в зависимости от	2	4
13	в этом отношении	3	3
14	в той или	1	3
15	с точки зрения	1	3
16	или иной степени	1	3
17	с установкой на	2	3
18	во всех его	1	2
19	напряженное взаимодействие и	1	2
20	и чужого слова	2	2
21	во всяком случае	2	2
22	слове но и	1	2
23	у него нет	1	2
24	своего и чужого	2	2
25	может быть и	1	2
26	для того чтобы	3	2
27	до сих пор	2	2
28	то есть от	1	2
29	почти каждого высказывания	1	2
30	и т д	1	2
31	не только в	6	2
32	более или менее	1	2
33	в связи с	2	2
34	в свою очередь	2	2
35	иной идеологической сферой	1	1
36	мы не можем	1	1
37	охвата с той	1	1
38	на протяжении всего	1	1
39	о том что	2	1
40	менее удачливыми с	1	1
41	большей или меньшей	1	1
42	и бывшими языками	1	1
43	и даже не	1	1
44	и точек зрения	1	1
45	языками отмирающими чопорными	1	1
46	в том числе	1	1
47	по себе а	1	1
48	дело не только	1	1
49	перед нами не	2	1
50	в области поэтики	1	1
51	зрения здесь не	1	1
52	нем не только	1	1
53	аристократами языковыми парвеню	1	1
54	разноречивое становление кишащее	1	1
55	в одном высказывании	1	1
56	и в то	1	1
57	как это было	1	1
58	как и в	1	1
59	одна из существенных	1	1
60	на территории почти	1	1
61	с той или	1	1
62	языки более или	1	1
63	в нашем случае	1	1
64	или менее удачливыми	1	1
65	реален язык как	1	1
66	как разноречивое становление	1	1
67	с другой стороны	1	1
68	меньшей широтою социального	1	1
69	языковыми аристократами языковыми	1	1
70	и в рамках	1	1
71	чопорными языковыми аристократами	1	1
72	исторически реален язык	1	1
73	в той же	1	1
74	здесь не только	1	1
75	тем или иным	2	1
76	каждого высказывания происходит	1	1
77	кишащее будущими и	1	1
78	как один из	1	1
79	удачливыми с большей	1	1
80	в частности в	1	1
81	до известной степени	1	1
82	и не может	1	1
83	как мы видели	1	1
84	как он сам	1	1
85	или ближе к	1	1
86	но в этом	1	1
87	бесчисленными претендентами в	1	1
88	борьба своего и	1	1
89	на то что	2	1
90	или иной идеологической	1	1
91	а во второй	1	1
92	речь идет о	3	1
93	становление кишащее будущими	1	1
94	происходит напряженное взаимодействие	1	1
95	сами по себе	2	1
96	будущими и бывшими	1	1
97	языковыми парвеню бесчисленными	1	1
98	уже не только	1	1
99	или меньшей широтою	1	1
100	и борьба своего	1	1
101	социального охвата с	1	1
102	претендентами в языки	1	1
103	и иных форм	1	1
104	отмирающими чопорными языковыми	1	1
105	в этих случаях	1	1
106	широтою социального охвата	1	1
107	парвеню бесчисленными претендентами	1	1
108	чужих слов в	1	1
109	взаимодействие и борьба	1	1
110	мы не знаем	1	1
111	она может быть	1	1
112	высказывания происходит напряженное	1	1
113	на мировую литературу	1	1
114	и не только	1	1
115	но и в	2	1
116	территории почти каждого	1	1
117	том числе и	1	1
118	говорить не приходится	1	1
119	язык как разноречивое	1	1
120	идеологической сферой применения	1	1
121	в нем не	1	1
122	а не в	1	1
123	в языки более	1	1
124	тем не менее	3	1
125	с большей или	1	1
126	бывшими языками отмирающими	1	1
