N	3gram	Bakhtin_fo_2	KulturaY
1	и т п	11	24
2	и т д	3	14
3	в том что	3	10
4	с точки зрения	8	8
5	для того чтобы	7	8
6	с другой стороны	1	7
7	не может быть	1	4
8	не только в	5	4
9	в то же	4	3
10	в конце концов	1	3
11	в этом отношении	2	3
12	в связи с	7	3
13	то же время	4	3
14	точки зрения в	1	3
15	до некоторой степени	1	2
16	на самом деле	1	2
17	а следовательно и	2	2
18	можно сказать что	1	2
19	т п в	1	2
20	в данном отношении	1	2
21	в этом случае	2	2
22	этой точки зрения	1	2
23	в отличие от	1	2
24	в широком смысле	1	2
25	к вопросу о	3	2
26	но все же	1	2
27	вместе с тем	1	2
28	только в том	1	2
29	и в другом	1	2
30	в свою очередь	1	2
31	с этой точки	1	2
32	можно говорить о	1	1
33	о том что	1	1
34	уст в уста	1	1
35	с самого начала	1	1
36	в другом случае	1	1
37	не выходит за	1	1
38	связи с этим	2	1
39	для борьбы с	1	1
40	и в обычном	1	1
41	в большинстве случаев	3	1
42	сюда же относится	1	1
43	по земле в	1	1
44	с одной стороны	1	1
45	также и в	1	1
46	по сравнению с	1	1
47	а также и	1	1
48	из уст в	1	1
49	это имеет место	1	1
50	как и в	1	1
51	может быть и	2	1
52	мы видели в	1	1
53	только для того	1	1
54	до сих пор	2	1
55	свое место в	1	1
56	все это для	1	1
57	широком смысле слова	1	1
58	или должно быть	1	1
59	в совершенно ином	1	1
60	к тому что	1	1
61	и по другим	1	1
62	и прежде всего	3	1
63	не обходится почти	1	1
64	под тем же	1	1
65	большую роль в	1	1
66	пр и пр	1	1
67	и пр и	1	1
68	тот или иной	1	1
69	и не только	1	1
70	не до конца	1	1
71	в то время	1	1
72	а так как	1	1
73	но только в	1	1
74	сих пор еще	1	1
75	но он не	1	1
76	вместо того чтобы	1	1
77	то и дело	1	1
78	не было бы	2	1
79	и все его	1	1
80	того чтобы не	1	1
81	и у других	1	1
82	что он не	1	1
83	что на самом	1	1
84	такие слова как	1	1
85	прежде всего в	2	1
86	как мы видели	1	1
87	в виду что	1	1
88	с тех пор	1	1
89	и говорить о	1	1
90	сами по себе	2	1
91	то время как	1	1
92	подлинную природу вещей	1	1
93	однако не только	1	1
94	на этом же	1	1
95	более и более	1	1
96	все более и	1	1
97	обходится почти ни	1	1
98	потому что они	2	1
99	в данном случае	1	1
100	это вовсе не	1	1
