N	4gram	Potebnia_M_3	KulturaY
1	в том случае когда	1	3
2	и в самом деле	1	3
3	до сих пор еще	1	3
4	только после того как	1	2
5	не говоря уже о	1	2
6	одним и тем же	3	2
7	один и тот же	1	2
8	не в том что	3	2
9	души впрочем не отличающее	1	1
10	еще знание этого единства	1	1
11	в самом деле в	1	1
12	только в силу того	1	1
13	единства она есть не	1	1
14	в то же время	5	1
15	что он не знает	1	1
16	заключается в том что	1	1
17	этого единства она есть	1	1
18	одной и той же	2	1
19	образ предмета а образ	1	1
20	не отличающее ее от	1	1
21	в том смысле что	1	1
22	в образы принимаемые нами	1	1
23	в силу того что	1	1
24	за предметы существующие независимо	1	1
25	кроме фактического единства образа	1	1
26	не образ предмета а	1	1
27	впечатлений в образы принимаемые	1	1
28	внутренняя форма кроме фактического	1	1
29	общем смысле этого слова	1	1
30	дело нашей души впрочем	1	1
31	заключается не только в	1	1
32	есть дело нашей души	1	1
33	это соединение есть дело	1	1
34	собственном смысле этого слова	1	1
35	участия это соединение есть	1	1
36	и без нашего участия	1	1
37	тем не менее есть	1	1
38	не только в том	1	1
39	она есть не образ	1	1
40	знание этого единства она	1	1
41	образа дает еще знание	1	1
42	нашего участия это соединение	1	1
43	ее от души животного	1	1
44	только в том случае	1	1
45	по себе еще не	1	1
46	единства образа дает еще	1	1
47	отличающее ее от души	1	1
48	форма кроме фактического единства	1	1
49	в то время когда	1	1
50	дает еще знание этого	1	1
51	вовсе не в том	1	1
52	нас и без нашего	1	1
53	существующие независимо от нас	1	1
54	независимо от нас и	1	1
55	фактического единства образа дает	1	1
56	без нашего участия это	1	1
57	что в первом случае	1	1
58	от нас и без	1	1
59	соединение есть дело нашей	1	1
60	образы принимаемые нами за	1	1
61	принимаемые нами за предметы	1	1
62	нашей души впрочем не	1	1
63	соединение впечатлений в образы	1	1
64	предметы существующие независимо от	1	1
65	нами за предметы существующие	1	1
66	впрочем не отличающее ее	1	1
67	уже в том что	1	1
68	есть не образ предмета	1	1
